split,w_conf,level,budget,method,accuracy
ID,1.1,L3,0.3,fast,0.6413333333333333
ID,1.1,L3,0.3,confidence,0.8088333333333333
ID,1.1,L3,0.3,intuition,0.8286666666666667
ID,1.1,L3,0.3,random,0.7551666666666667
ID,1.1,L3,0.3,oracle,0.9413333333333334
OOD,1.1,L3,0.3,fast,0.6456666666666667
OOD,1.1,L3,0.3,confidence,0.8045
OOD,1.1,L3,0.3,intuition,0.8293333333333334
OOD,1.1,L3,0.3,random,0.7543333333333333
OOD,1.1,L3,0.3,oracle,0.9456666666666667
ID,1.1,L3,0.4,fast,0.6413333333333333
ID,1.1,L3,0.4,confidence,0.8533333333333334
ID,1.1,L3,0.4,intuition,0.8748333333333334
ID,1.1,L3,0.4,random,0.7918333333333333
ID,1.1,L3,0.4,oracle,1.0
OOD,1.1,L3,0.4,fast,0.6456666666666667
OOD,1.1,L3,0.4,confidence,0.8533333333333334
OOD,1.1,L3,0.4,intuition,0.8718333333333333
OOD,1.1,L3,0.4,random,0.785
OOD,1.1,L3,0.4,oracle,1.0
ID,1.1,L4,0.1,fast,0.6413333333333333
ID,1.1,L4,0.1,confidence,0.7006666666666667
ID,1.1,L4,0.1,intuition,0.7235
ID,1.1,L4,0.1,random,0.674
ID,1.1,L4,0.1,oracle,0.7413333333333333
OOD,1.1,L4,0.1,fast,0.6456666666666667
OOD,1.1,L4,0.1,confidence,0.7043333333333334
OOD,1.1,L4,0.1,intuition,0.7276666666666667
OOD,1.1,L4,0.1,random,0.682
OOD,1.1,L4,0.1,oracle,0.7456666666666667
ID,1.1,L4,0.2,fast,0.6413333333333333
ID,1.1,L4,0.2,confidence,0.7576666666666667
ID,1.1,L4,0.2,intuition,0.7903333333333333
ID,1.1,L4,0.2,random,0.7133333333333334
ID,1.1,L4,0.2,oracle,0.8413333333333334
OOD,1.1,L4,0.2,fast,0.6456666666666667
OOD,1.1,L4,0.2,confidence,0.7553333333333333
OOD,1.1,L4,0.2,intuition,0.7925
OOD,1.1,L4,0.2,random,0.714
OOD,1.1,L4,0.2,oracle,0.8456666666666667
ID,1.1,L4,0.3,fast,0.6413333333333333
ID,1.1,L4,0.3,confidence,0.8088333333333333
ID,1.1,L4,0.3,intuition,0.8453333333333334
ID,1.1,L4,0.3,random,0.7551666666666667
ID,1.1,L4,0.3,oracle,0.9413333333333334
OOD,1.1,L4,0.3,fast,0.6456666666666667
OOD,1.1,L4,0.3,confidence,0.8045
OOD,1.1,L4,0.3,intuition,0.844
OOD,1.1,L4,0.3,random,0.7543333333333333
OOD,1.1,L4,0.3,oracle,0.9456666666666667
ID,1.1,L4,0.4,fast,0.6413333333333333
ID,1.1,L4,0.4,confidence,0.8533333333333334
ID,1.1,L4,0.4,intuition,0.8876666666666667
ID,1.1,L4,0.4,random,0.7918333333333333
ID,1.1,L4,0.4,oracle,1.0
OOD,1.1,L4,0.4,fast,0.6456666666666667
OOD,1.1,L4,0.4,confidence,0.8533333333333334
OOD,1.1,L4,0.4,intuition,0.8888333333333334
OOD,1.1,L4,0.4,random,0.785
OOD,1.1,L4,0.4,oracle,1.0
ID,2.0,L0,0.1,fast,0.6
ID,2.0,L0,0.1,confidence,0.6756666666666666
ID,2.0,L0,0.1,intuition,0.676
ID,2.0,L0,0.1,random,0.6373333333333333
ID,2.0,L0,0.1,oracle,0.7
OOD,2.0,L0,0.1,fast,0.6033333333333334
OOD,2.0,L0,0.1,confidence,0.6768333333333333
OOD,2.0,L0,0.1,intuition,0.6766666666666666
OOD,2.0,L0,0.1,random,0.6373333333333333
OOD,2.0,L0,0.1,oracle,0.7033333333333334
ID,2.0,L0,0.2,fast,0.6
ID,2.0,L0,0.2,confidence,0.7455
ID,2.0,L0,0.2,intuition,0.7451666666666666
ID,2.0,L0,0.2,random,0.6775
ID,2.0,L0,0.2,oracle,0.8
OOD,2.0,L0,0.2,fast,0.6033333333333334
OOD,2.0,L0,0.2,confidence,0.7481666666666666
OOD,2.0,L0,0.2,intuition,0.7486666666666667
OOD,2.0,L0,0.2,random,0.6821666666666667
OOD,2.0,L0,0.2,oracle,0.8033333333333333
ID,2.0,L0,0.3,fast,0.6
ID,2.0,L0,0.3,confidence,0.8088333333333333
ID,2.0,L0,0.3,intuition,0.8086666666666666
ID,2.0,L0,0.3,random,0.7131666666666666
ID,2.0,L0,0.3,oracle,0.9
OOD,2.0,L0,0.3,fast,0.6033333333333334
OOD,2.0,L0,0.3,confidence,0.812
OOD,2.0,L0,0.3,intuition,0.8121666666666667
OOD,2.0,L0,0.3,random,0.7228333333333333
OOD,2.0,L0,0.3,oracle,0.9033333333333333
ID,2.0,L0,0.4,fast,0.6
ID,2.0,L0,0.4,confidence,0.865
ID,2.0,L0,0.4,intuition,0.8655
ID,2.0,L0,0.4,random,0.7636666666666667
ID,2.0,L0,0.4,oracle,1.0
OOD,2.0,L0,0.4,fast,0.6033333333333334
OOD,2.0,L0,0.4,confidence,0.868
OOD,2.0,L0,0.4,intuition,0.868
OOD,2.0,L0,0.4,random,0.7565
OOD,2.0,L0,0.4,oracle,1.0
ID,2.0,L1,0.1,fast,0.6
ID,2.0,L1,0.1,confidence,0.6756666666666666
ID,2.0,L1,0.1,intuition,0.6756666666666666
ID,2.0,L1,0.1,random,0.6373333333333333
ID,2.0,L1,0.1,oracle,0.7
OOD,2.0,L1,0.1,fast,0.6033333333333334
OOD,2.0,L1,0.1,confidence,0.6768333333333333
OOD,2.0,L1,0.1,intuition,0.6768333333333333
OOD,2.0,L1,0.1,random,0.6373333333333333
OOD,2.0,L1,0.1,oracle,0.7033333333333334
ID,2.0,L1,0.2,fast,0.6
ID,2.0,L1,0.2,confidence,0.7455
ID,2.0,L1,0.2,intuition,0.7455
ID,2.0,L1,0.2,random,0.6775
ID,2.0,L1,0.2,oracle,0.8
OOD,2.0,L1,0.2,fast,0.6033333333333334
OOD,2.0,L1,0.2,confidence,0.7481666666666666
OOD,2.0,L1,0.2,intuition,0.7481666666666666
OOD,2.0,L1,0.2,random,0.6821666666666667
OOD,2.0,L1,0.2,oracle,0.8033333333333333
ID,2.0,L1,0.3,fast,0.6
ID,2.0,L1,0.3,confidence,0.8088333333333333
ID,2.0,L1,0.3,intuition,0.8088333333333333
ID,2.0,L1,0.3,random,0.7131666666666666
ID,2.0,L1,0.3,oracle,0.9
OOD,2.0,L1,0.3,fast,0.6033333333333334
OOD,2.0,L1,0.3,confidence,0.812
OOD,2.0,L1,0.3,intuition,0.812
OOD,2.0,L1,0.3,random,0.7228333333333333
OOD,2.0,L1,0.3,oracle,0.9033333333333333
ID,2.0,L1,0.4,fast,0.6
ID,2.0,L1,0.4,confidence,0.865
ID,2.0,L1,0.4,intuition,0.865
ID,2.0,L1,0.4,random,0.7636666666666667
ID,2.0,L1,0.4,oracle,1.0
OOD,2.0,L1,0.4,fast,0.6033333333333334
OOD,2.0,L1,0.4,confidence,0.868
OOD,2.0,L1,0.4,intuition,0.868
OOD,2.0,L1,0.4,random,0.7565
OOD,2.0,L1,0.4,oracle,1.0
ID,2.0,L2,0.1,fast,0.6
ID,2.0,L2,0.1,confidence,0.6756666666666666
ID,2.0,L2,0.1,intuition,0.6798333333333333
ID,2.0,L2,0.1,random,0.6373333333333333
ID,2.0,L2,0.1,oracle,0.7
OOD,2.0,L2,0.1,fast,0.6033333333333334
OOD,2.0,L2,0.1,confidence,0.6768333333333333
OOD,2.0,L2,0.1,intuition,0.6821666666666667
OOD,2.0,L2,0.1,random,0.6373333333333333
OOD,2.0,L2,0.1,oracle,0.7033333333333334
ID,2.0,L2,0.2,fast,0.6
ID,2.0,L2,0.2,confidence,0.7455
ID,2.0,L2,0.2,intuition,0.7501666666666666
ID,2.0,L2,0.2,random,0.6775
ID,2.0,L2,0.2,oracle,0.8
OOD,2.0,L2,0.2,fast,0.6033333333333334
OOD,2.0,L2,0.2,confidence,0.7481666666666666
OOD,2.0,L2,0.2,intuition,0.7538333333333334
OOD,2.0,L2,0.2,random,0.6821666666666667
OOD,2.0,L2,0.2,oracle,0.8033333333333333
ID,2.0,L2,0.3,fast,0.6
ID,2.0,L2,0.3,confidence,0.8088333333333333
ID,2.0,L2,0.3,intuition,0.8155
ID,2.0,L2,0.3,random,0.7131666666666666
ID,2.0,L2,0.3,oracle,0.9
OOD,2.0,L2,0.3,fast,0.6033333333333334
OOD,2.0,L2,0.3,confidence,0.812
OOD,2.0,L2,0.3,intuition,0.8181666666666667
OOD,2.0,L2,0.3,random,0.7228333333333333
OOD,2.0,L2,0.3,oracle,0.9033333333333333
ID,2.0,L2,0.4,fast,0.6
ID,2.0,L2,0.4,confidence,0.865
ID,2.0,L2,0.4,intuition,0.8681666666666666
ID,2.0,L2,0.4,random,0.7636666666666667
ID,2.0,L2,0.4,oracle,1.0
OOD,2.0,L2,0.4,fast,0.6033333333333334
OOD,2.0,L2,0.4,confidence,0.868
OOD,2.0,L2,0.4,intuition,0.8766666666666667
OOD,2.0,L2,0.4,random,0.7565
OOD,2.0,L2,0.4,oracle,1.0
ID,2.0,L3,0.1,fast,0.6
ID,2.0,L3,0.1,confidence,0.6756666666666666
ID,2.0,L3,0.1,intuition,0.6878333333333333
ID,2.0,L3,0.1,random,0.6373333333333333
ID,2.0,L3,0.1,oracle,0.7
OOD,2.0,L3,0.1,fast,0.6033333333333334
OOD,2.0,L3,0.1,confidence,0.6768333333333333
OOD,2.0,L3,0.1,intuition,0.6891666666666667
OOD,2.0,L3,0.1,random,0.6373333333333333
OOD,2.0,L3,0.1,oracle,0.7033333333333334
ID,2.0,L3,0.2,fast,0.6
ID,2.0,L3,0.2,confidence,0.7455
ID,2.0,L3,0.2,intuition,0.7593333333333333
ID,2.0,L3,0.2,random,0.6775
ID,2.0,L3,0.2,oracle,0.8
OOD,2.0,L3,0.2,fast,0.6033333333333334
OOD,2.0,L3,0.2,confidence,0.7481666666666666
OOD,2.0,L3,0.2,intuition,0.7616666666666667
OOD,2.0,L3,0.2,random,0.6821666666666667
OOD,2.0,L3,0.2,oracle,0.8033333333333333
ID,2.0,L3,0.3,fast,0.6
ID,2.0,L3,0.3,confidence,0.8088333333333333
ID,2.0,L3,0.3,intuition,0.8241666666666667
ID,2.0,L3,0.3,random,0.7131666666666666
ID,2.0,L3,0.3,oracle,0.9
OOD,2.0,L3,0.3,fast,0.6033333333333334
OOD,2.0,L3,0.3,confidence,0.812
OOD,2.0,L3,0.3,intuition,0.83
OOD,2.0,L3,0.3,random,0.7228333333333333
OOD,2.0,L3,0.3,oracle,0.9033333333333333
ID,2.0,L3,0.4,fast,0.6
ID,2.0,L3,0.4,confidence,0.865
ID,2.0,L3,0.4,intuition,0.8791666666666667
ID,2.0,L3,0.4,random,0.7636666666666667
ID,2.0,L3,0.4,oracle,1.0
OOD,2.0,L3,0.4,fast,0.6033333333333334
OOD,2.0,L3,0.4,confidence,0.868
OOD,2.0,L3,0.4,intuition,0.8866666666666667
OOD,2.0,L3,0.4,random,0.7565
OOD,2.0,L3,0.4,oracle,1.0
ID,2.0,L4,0.1,fast,0.6
ID,2.0,L4,0.1,confidence,0.6756666666666666
ID,2.0,L4,0.1,intuition,0.6908333333333333
ID,2.0,L4,0.1,random,0.6373333333333333
ID,2.0,L4,0.1,oracle,0.7
OOD,2.0,L4,0.1,fast,0.6033333333333334
OOD,2.0,L4,0.1,confidence,0.6768333333333333
OOD,2.0,L4,0.1,intuition,0.6931666666666667
OOD,2.0,L4,0.1,random,0.6373333333333333
OOD,2.0,L4,0.1,oracle,0.7033333333333334
ID,2.0,L4,0.2,fast,0.6
ID,2.0,L4,0.2,confidence,0.7455
ID,2.0,L4,0.2,intuition,0.7688333333333334
ID,2.0,L4,0.2,random,0.6775
ID,2.0,L4,0.2,oracle,0.8
OOD,2.0,L4,0.2,fast,0.6033333333333334
OOD,2.0,L4,0.2,confidence,0.7481666666666666
OOD,2.0,L4,0.2,intuition,0.7698333333333334
OOD,2.0,L4,0.2,random,0.6821666666666667
OOD,2.0,L4,0.2,oracle,0.8033333333333333
ID,2.0,L4,0.3,fast,0.6
ID,2.0,L4,0.3,confidence,0.8088333333333333
ID,2.0,L4,0.3,intuition,0.8343333333333334
ID,2.0,L4,0.3,random,0.7131666666666666
ID,2.0,L4,0.3,oracle,0.9
OOD,2.0,L4,0.3,fast,0.6033333333333334
OOD,2.0,L4,0.3,confidence,0.812
OOD,2.0,L4,0.3,intuition,0.8385
OOD,2.0,L4,0.3,random,0.7228333333333333
OOD,2.0,L4,0.3,oracle,0.9033333333333333
ID,2.0,L4,0.4,fast,0.6
ID,2.0,L4,0.4,confidence,0.865
ID,2.0,L4,0.4,intuition,0.8886666666666667
ID,2.0,L4,0.4,random,0.7636666666666667
ID,2.0,L4,0.4,oracle,1.0
OOD,2.0,L4,0.4,fast,0.6033333333333334
OOD,2.0,L4,0.4,confidence,0.868
OOD,2.0,L4,0.4,intuition,0.8921666666666667
OOD,2.0,L4,0.4,random,0.7565
OOD,2.0,L4,0.4,oracle,1.0
