generator,seed,w_conf,level,delta_auc
linear,15,1.2,a070,0.03917420473390609
linear,15,1.2,a100,0.06297263681592036
linear,15,1.2,a150,0.08532426252575498
linear,15,1.2,a200,0.09577717473239855
linear,15,1.2,a300,0.10666679230112053
linear,15,1.4,L0_null,0.0006515400428341867
linear,15,1.4,L1_redundant,0.0
linear,15,1.4,a025,0.008195288471219753
linear,15,1.4,a045,0.01812308402197671
linear,15,1.4,a070,0.04075673258044277
linear,15,1.4,a100,0.052005443034580434
linear,15,1.4,a150,0.08011577199969033
linear,15,1.4,a200,0.08844311401482752
linear,15,1.4,a300,0.09527954116200033
linear,15,1.6,L0_null,-0.0002016729551160834
linear,15,1.6,L1_redundant,0.0
linear,15,1.6,a025,0.007121041869644018
linear,15,1.6,a045,0.02312122594022159
linear,15,1.6,a070,0.03473753786239986
linear,15,1.6,a100,0.04324061783842548
linear,15,1.6,a150,0.06697591529534708
linear,15,1.6,a200,0.07476484166472719
linear,15,1.6,a300,0.0836335481703524
linear,15,1.8,L0_null,-0.0014516649432059214
linear,15,1.8,L1_redundant,0.0
linear,15,1.8,a025,0.005735015911951136
linear,15,1.8,a045,0.017359608093050927
linear,15,1.8,a070,0.03659485747380742
linear,15,1.8,a100,0.04292306451354322
linear,15,1.8,a150,0.062349948696983515
linear,15,1.8,a200,0.07121424821040645
linear,15,1.8,a300,0.07683916804944324
linear,15,2.0,L0_null,-0.0004272330406026592
linear,15,2.0,L1_redundant,0.0
linear,15,2.0,a025,0.003097377983413363
linear,15,2.0,a045,0.016139559181687524
linear,15,2.0,a070,0.030527709140730996
linear,15,2.0,a100,0.04707824927041038
linear,15,2.0,a150,0.06056613179634496
linear,15,2.0,a200,0.06458470793819926
linear,15,2.0,a300,0.07095848316757236
linear,16,0.0,L0_null,-0.0029728045269729053
linear,16,0.0,L1_redundant,0.0
linear,16,0.0,a025,0.06491033278425817
linear,16,0.0,a045,0.11062896621793761
linear,16,0.0,a070,0.16329354390650552
linear,16,0.0,a100,0.20590312114604026
linear,16,0.0,a150,0.23330994164368712
linear,16,0.0,a200,0.2539224227589234
linear,16,0.0,a300,0.26990209023290734
linear,16,0.2,L0_null,0.0011899537763849777
linear,16,0.2,L1_redundant,0.0
linear,16,0.2,a025,0.028342472979004274
linear,16,0.2,a045,0.07428980739640256
linear,16,0.2,a070,0.11369667196214728
linear,16,0.2,a100,0.1556019213543114
linear,16,0.2,a150,0.18782124788154775
linear,16,0.2,a200,0.2058089444723611
linear,16,0.2,a300,0.21881385397582387
linear,16,0.4,L0_null,-0.0011336861668810316
linear,16,0.4,L1_redundant,0.0
linear,16,0.4,a025,0.010613392543922018
linear,16,0.4,a045,0.05010664261466746
linear,16,0.4,a070,0.08386062216586299
linear,16,0.4,a100,0.11034549544383998
linear,16,0.4,a150,0.15374233873201226
linear,16,0.4,a200,0.17022060407411077
linear,16,0.4,a300,0.1839308463998428
linear,16,0.6,L0_null,0.0006126879151390208
linear,16,0.6,L1_redundant,0.0
linear,16,0.6,a025,0.008294272071366127
linear,16,0.6,a045,0.04224657762051254
linear,16,0.6,a070,0.07722178812679148
linear,16,0.6,a100,0.11320081204385168
linear,16,0.6,a150,0.14783940844341215
linear,16,0.6,a200,0.1594512135001348
linear,16,0.6,a300,0.17577599285775192
linear,16,0.8,L0_null,-0.000624972529884249
linear,16,0.8,L1_redundant,0.0
linear,16,0.8,a025,0.011122282117683735
linear,16,0.8,a045,0.03405104789648705
linear,16,0.8,a070,0.0666236244124212
linear,16,0.8,a100,0.09173246868156326
linear,16,0.8,a150,0.1172069550639615
linear,16,0.8,a200,0.12363010992679502
linear,16,0.8,a300,0.13807272296060913
linear,16,1.0,L0_null,-0.002758257398440045
linear,16,1.0,L1_redundant,0.0
linear,16,1.0,a025,0.008543022977833825
linear,16,1.0,a045,0.02662903911381964
linear,16,1.0,a070,0.04616067804902446
linear,16,1.0,a100,0.06641354895153495
linear,16,1.0,a150,0.08907410645828595
linear,16,1.0,a200,0.10261615903291232
linear,16,1.0,a300,0.11456563842675394
linear,16,1.2,L0_null,-0.00019477129759093437
linear,16,1.2,L1_redundant,0.0
linear,16,1.2,a025,0.009535662474476014
linear,16,1.2,a045,0.027032930109628484
linear,16,1.2,a070,0.04011187903514024
linear,16,1.2,a100,0.05822585989901663
linear,16,1.2,a150,0.07801259721208098
linear,16,1.2,a200,0.09110868401027716
linear,16,1.2,a300,0.09812908220687266
linear,16,1.4,L0_null,-0.000721116401270816
linear,16,1.4,L1_redundant,0.0
linear,16,1.4,a025,0.0064426993591238935
linear,16,1.4,a045,0.016422225017783898
linear,16,1.4,a070,0.03430752362470024
linear,16,1.4,a100,0.05099186403395273
linear,16,1.4,a150,0.06709694390957299
linear,16,1.4,a200,0.07393952192620745
linear,16,1.4,a300,0.08398780329168587
linear,16,1.6,L0_null,0.0005024613712244497
linear,16,1.6,L1_redundant,0.0
linear,16,1.6,a025,0.004589486761394368
linear,16,1.6,a045,0.014128736703160172
linear,16,1.6,a070,0.021821135181302798
linear,16,1.6,a100,0.04405317183011104
linear,16,1.6,a150,0.06065210031834767
linear,16,1.6,a200,0.06976038512306859
linear,16,1.6,a300,0.07881922509511619
linear,16,1.8,L0_null,-0.0009829753907508731
linear,16,1.8,L1_redundant,0.0
linear,16,1.8,a025,0.004034878753524707
linear,16,1.8,a045,0.008518395007576451
linear,16,1.8,a070,0.02514377343476848
linear,16,1.8,a100,0.03711522917676291
linear,16,1.8,a150,0.0529682476016633
linear,16,1.8,a200,0.06286300702594039
linear,16,1.8,a300,0.07273489644049436
linear,16,2.0,L0_null,-0.000476445243032253
linear,16,2.0,L1_redundant,0.0
linear,16,2.0,a025,0.0059114869239429435
linear,16,2.0,a045,0.012995638322095604
linear,16,2.0,a070,0.026115464424534496
linear,16,2.0,a100,0.034952112176605654
linear,16,2.0,a150,0.04998341480241564
linear,16,2.0,a200,0.05919163536486638
linear,16,2.0,a300,0.06293435542889425
linear,17,0.0,L0_null,0.0012378183936055942
linear,17,0.0,L1_redundant,0.0
linear,17,0.0,a025,0.06734467521669418
linear,17,0.0,a045,0.11879850566341765
linear,17,0.0,a070,0.1598120222607633
linear,17,0.0,a100,0.1913887006484951
linear,17,0.0,a150,0.22914101443437274
linear,17,0.0,a200,0.2438891669775527
linear,17,0.0,a300,0.26107674139176407
linear,17,0.2,L0_null,-0.0008472273167139388
linear,17,0.2,L1_redundant,0.0
linear,17,0.2,a025,0.040240117167559264
linear,17,0.2,a045,0.07364866120498359
linear,17,0.2,a070,0.13308515588645875
linear,17,0.2,a100,0.16458946517169848
linear,17,0.2,a150,0.19328830835033384
linear,17,0.2,a200,0.21839257792452127
linear,17,0.2,a300,0.23087274890155407
linear,17,0.4,L0_null,0.0030254842904519075
linear,17,0.4,L1_redundant,0.0
linear,17,0.4,a025,0.030117820517160165
linear,17,0.4,a045,0.05254465062476332
linear,17,0.4,a070,0.09786121418322846
linear,17,0.4,a100,0.13170524423522323
linear,17,0.4,a150,0.16086965373805684
linear,17,0.4,a200,0.17237791049228002
linear,17,0.4,a300,0.18921292816841773
linear,17,0.6,L0_null,-0.0013893367103348098
linear,17,0.6,L1_redundant,0.0
linear,17,0.6,a025,0.022422026489059332
linear,17,0.6,a045,0.03405700726986016
linear,17,0.6,a070,0.07450190800916723
linear,17,0.6,a100,0.1004824796517938
linear,17,0.6,a150,0.13906532639849045
linear,17,0.6,a200,0.15593621620493725
linear,17,0.6,a300,0.16408406865752756
linear,17,0.8,L0_null,0.0010886727903859361
linear,17,0.8,L1_redundant,0.0
linear,17,0.8,a025,0.012015501447386612
linear,17,0.8,a045,0.04172502161681235
linear,17,0.8,a070,0.07234846301332098
linear,17,0.8,a100,0.0922841764934399
linear,17,0.8,a150,0.12321789746738676
linear,17,0.8,a200,0.1357708116643066
linear,17,0.8,a300,0.1481319941352649
linear,17,1.0,L0_null,-0.003716340651699679
linear,17,1.0,L1_redundant,0.0
linear,17,1.0,a025,0.010152233869708205
linear,17,1.0,a045,0.026021673229190134
linear,17,1.0,a070,0.052073757794318776
linear,17,1.0,a100,0.07821456303371432
linear,17,1.0,a150,0.10059039461724384
linear,17,1.0,a200,0.11513920286359192
linear,17,1.0,a300,0.12592580212097715
linear,17,1.2,L0_null,0.0006500935252043982
linear,17,1.2,L1_redundant,0.0
linear,17,1.2,a025,0.010916554545807866
linear,17,1.2,a045,0.021375635870175436
linear,17,1.2,a070,0.04470117512215743
linear,17,1.2,a100,0.0635036577112057
linear,17,1.2,a150,0.08524271981377707
linear,17,1.2,a200,0.1005473585054878
linear,17,1.2,a300,0.11408673018358928
linear,17,1.4,L0_null,-0.0007064874112124864
linear,17,1.4,L1_redundant,0.0
linear,17,1.4,a025,0.004401930795391085
linear,17,1.4,a045,0.021312539112969486
linear,17,1.4,a070,0.037731595325328104
linear,17,1.4,a100,0.05832612132711723
linear,17,1.4,a150,0.07349001614737904
linear,17,1.4,a200,0.08802873673642087
linear,17,1.4,a300,0.10427376754487017
linear,17,1.6,L0_null,0.00020038206850248041
linear,17,1.6,L1_redundant,0.0
linear,17,1.6,a025,0.004763371613376699
linear,17,1.6,a045,0.017786323955193084
linear,17,1.6,a070,0.03334799288562085
linear,17,1.6,a100,0.052772631598759
linear,17,1.6,a150,0.0698476431266879
linear,17,1.6,a200,0.08261613408157664
linear,17,1.6,a300,0.08548371817272127
linear,17,1.8,L0_null,-0.00015369953458554964
linear,17,1.8,L1_redundant,0.0
linear,17,1.8,a025,0.00721871915628447
linear,17,1.8,a045,0.015329247933014822
linear,17,1.8,a070,0.02950609538506288
linear,17,1.8,a100,0.04958505529660029
linear,17,1.8,a150,0.061116106503270706
linear,17,1.8,a200,0.07325943927792533
linear,17,1.8,a300,0.0787914900663419
linear,17,2.0,L0_null,-0.00046567332978586506
linear,17,2.0,L1_redundant,0.0
linear,17,2.0,a025,0.0053824967557177805
linear,17,2.0,a045,0.011459521264919004
linear,17,2.0,a070,0.02691260822362651
linear,17,2.0,a100,0.03848276112675508
linear,17,2.0,a150,0.05219150199684497
linear,17,2.0,a200,0.06098491278145102
linear,17,2.0,a300,0.06565247279755926
linear,18,0.0,L0_null,0.010377285918308499
linear,18,0.0,L1_redundant,0.0
linear,18,0.0,a025,0.07761756978610818
linear,18,0.0,a045,0.12384747921712264
linear,18,0.0,a070,0.17313958732908769
linear,18,0.0,a100,0.2089664447687501
linear,18,0.0,a150,0.24641606930875443
linear,18,0.0,a200,0.254817295625181
linear,18,0.0,a300,0.2770162540564532
linear,18,0.2,L0_null,9.195084003876808e-05
linear,18,0.2,L1_redundant,0.0
linear,18,0.2,a025,0.03330930134387178
linear,18,0.2,a045,0.08132216169226592
linear,18,0.2,a070,0.116011977520179
linear,18,0.2,a100,0.14633459790254433
linear,18,0.2,a150,0.19088136851893667
linear,18,0.2,a200,0.20980521444513256
linear,18,0.2,a300,0.22305890462200384
linear,18,0.4,L0_null,-0.0005142247121275867
linear,18,0.4,L1_redundant,0.0
linear,18,0.4,a025,0.006940624178220833
linear,18,0.4,a045,0.05229412876778128
linear,18,0.4,a070,0.09002490503850014
linear,18,0.4,a100,0.11569880626450846
linear,18,0.4,a150,0.15095762059224105
linear,18,0.4,a200,0.16627636787594557
linear,18,0.4,a300,0.17800537690247176
linear,18,0.6,L0_null,0.0014016005753439975
linear,18,0.6,L1_redundant,0.0
linear,18,0.6,a025,0.01082558274888512
linear,18,0.6,a045,0.0440017559392043
linear,18,0.6,a070,0.07320230972772068
linear,18,0.6,a100,0.09981571640606612
linear,18,0.6,a150,0.13327771108748587
linear,18,0.6,a200,0.14681509712616858
linear,18,0.6,a300,0.15645838415333624
linear,18,0.8,L0_null,-0.0020903212770257973
linear,18,0.8,L1_redundant,0.0
linear,18,0.8,a025,0.012757501515457625
linear,18,0.8,a045,0.0319674429177611
linear,18,0.8,a070,0.05903414831279041
linear,18,0.8,a100,0.082064937361083
linear,18,0.8,a150,0.11457958678520908
linear,18,0.8,a200,0.1303542382299453
linear,18,0.8,a300,0.1350531673065265
linear,18,1.0,L0_null,-0.0013417622548318464
linear,18,1.0,L1_redundant,0.0
linear,18,1.0,a025,0.005563978120401436
linear,18,1.0,a045,0.033166471199595704
linear,18,1.0,a070,0.05425924336762744
linear,18,1.0,a100,0.06631031271553034
linear,18,1.0,a150,0.0907789760068144
linear,18,1.0,a200,0.1060148554973922
linear,18,1.0,a300,0.11694702683460945
linear,18,1.2,L0_null,-0.0019127527364920516
linear,18,1.2,L1_redundant,0.0
linear,18,1.2,a025,0.006689814826406293
linear,18,1.2,a045,0.028278044317676
linear,18,1.2,a070,0.047691627052900976
linear,18,1.2,a100,0.06346936465912956
linear,18,1.2,a150,0.08594029717710294
linear,18,1.2,a200,0.09897953971750506
linear,18,1.2,a300,0.11168352786767688
linear,18,1.4,L0_null,-0.0020130173963192055
linear,18,1.4,L1_redundant,0.0
linear,18,1.4,a025,0.004887156134941839
linear,18,1.4,a045,0.018534398362102023
linear,18,1.4,a070,0.037449318254042185
linear,18,1.4,a100,0.05408646141241569
linear,18,1.4,a150,0.07580593825194859
linear,18,1.4,a200,0.08522636674383732
linear,18,1.4,a300,0.09550455574018035
linear,18,1.6,L0_null,-0.0018311339338600297
linear,18,1.6,L1_redundant,0.0
linear,18,1.6,a025,0.0036129698161417867
linear,18,1.6,a045,0.0179865559074166
linear,18,1.6,a070,0.025461714003793712
linear,18,1.6,a100,0.04775775711503483
linear,18,1.6,a150,0.05950896602761502
linear,18,1.6,a200,0.06663592887680647
linear,18,1.6,a300,0.07299607544365716
linear,18,1.8,L0_null,-0.00019620189461111437
linear,18,1.8,L1_redundant,0.0
linear,18,1.8,a025,0.003275837593601838
linear,18,1.8,a045,0.015672637201048834
linear,18,1.8,a070,0.0275222612013305
linear,18,1.8,a100,0.04309101217409761
linear,18,1.8,a150,0.05402942331697158
linear,18,1.8,a200,0.0632154541899681
linear,18,1.8,a300,0.07045377380098805
linear,18,2.0,L0_null,-0.0017627651793807875
linear,18,2.0,L1_redundant,0.0
linear,18,2.0,a025,0.003710354111760128
linear,18,2.0,a045,0.011616766346728369
linear,18,2.0,a070,0.024989515349791658
linear,18,2.0,a100,0.03863720774076784
linear,18,2.0,a150,0.056263603511789495
linear,18,2.0,a200,0.06601071714002604
linear,18,2.0,a300,0.07167902237215218
linear,19,0.0,L0_null,-0.004493336765429734
linear,19,0.0,L1_redundant,0.0
linear,19,0.0,a025,0.0810125286572525
linear,19,0.0,a045,0.11635057761078915
linear,19,0.0,a070,0.17230516455246525
linear,19,0.0,a100,0.19933794157508145
linear,19,0.0,a150,0.23139467553391935
linear,19,0.0,a200,0.2489722527046575
linear,19,0.0,a300,0.2641166290591189
linear,19,0.2,L0_null,0.0008615105905125375
linear,19,0.2,L1_redundant,0.0
linear,19,0.2,a025,0.05085803625715035
linear,19,0.2,a045,0.07724994106041616
linear,19,0.2,a070,0.1291523867429366
linear,19,0.2,a100,0.17216488193470736
linear,19,0.2,a150,0.1949903835415865
linear,19,0.2,a200,0.20901539874179498
linear,19,0.2,a300,0.226284572719038
linear,19,0.4,L0_null,-0.00048530649633582446
linear,19,0.4,L1_redundant,0.0
linear,19,0.4,a025,0.026329656862745132
linear,19,0.4,a045,0.0496060482273718
linear,19,0.4,a070,0.09563224153297678
linear,19,0.4,a100,0.12054559071103188
linear,19,0.4,a150,0.16235114626658742
linear,19,0.4,a200,0.17551910031689455
linear,19,0.4,a300,0.18781398544266203
linear,19,0.6,L0_null,-0.0014594547198354402
linear,19,0.6,L1_redundant,0.0
linear,19,0.6,a025,0.024130201439479748
linear,19,0.6,a045,0.05392691963060814
linear,19,0.6,a070,0.08314359970424223
linear,19,0.6,a100,0.11728136750082141
linear,19,0.6,a150,0.14936535702023457
linear,19,0.6,a200,0.1684757041613486
linear,19,0.6,a300,0.17198955291006734
linear,19,0.8,L0_null,0.0003233702846223707
linear,19,0.8,L1_redundant,0.0
linear,19,0.8,a025,0.013022786663023256
linear,19,0.8,a045,0.04482544212436923
linear,19,0.8,a070,0.0697592537388868
linear,19,0.8,a100,0.09606894101467678
linear,19,0.8,a150,0.12447310458423333
linear,19,0.8,a200,0.1412971381008704
linear,19,0.8,a300,0.14818705086676665
linear,19,1.0,L0_null,-0.0018256477434470675
linear,19,1.0,L1_redundant,0.0
linear,19,1.0,a025,0.011204544595734944
linear,19,1.0,a045,0.027117179529165703
linear,19,1.0,a070,0.05731581665428065
linear,19,1.0,a100,0.08724112304921205
linear,19,1.0,a150,0.10448186822183869
linear,19,1.0,a200,0.1167448451335793
linear,19,1.0,a300,0.13241563905228548
linear,19,1.2,L0_null,-0.0011899014656369111
linear,19,1.2,L1_redundant,0.0
linear,19,1.2,a025,0.009649002277678731
linear,19,1.2,a045,0.024646897900574283
linear,19,1.2,a070,0.04805710289166165
linear,19,1.2,a100,0.07068683155080213
linear,19,1.2,a150,0.09516011834026539
linear,19,1.2,a200,0.11050635026737954
linear,19,1.2,a300,0.11568287037037028
linear,19,1.4,L0_null,0.0007067315017011966
linear,19,1.4,L1_redundant,0.0
linear,19,1.4,a025,0.008131824183637226
linear,19,1.4,a045,0.020367109339291978
linear,19,1.4,a070,0.040091475801127485
linear,19,1.4,a100,0.06232701487989434
linear,19,1.4,a150,0.07395529683611801
linear,19,1.4,a200,0.08519799654664573
linear,19,1.4,a300,0.09665564217155043
linear,19,1.6,L0_null,0.0007384159723178296
linear,19,1.6,L1_redundant,0.0
linear,19,1.6,a025,0.003269282635138593
linear,19,1.6,a045,0.018955429529933232
linear,19,1.6,a070,0.03182522918568009
linear,19,1.6,a100,0.05787249668295236
linear,19,1.6,a150,0.06878843078871033
linear,19,1.6,a200,0.08052419706738967
linear,19,1.6,a300,0.0908944392426827
linear,19,1.8,L0_null,-0.0004078350342541226
linear,19,1.8,L1_redundant,0.0
linear,19,1.8,a025,0.008919922450730922
linear,19,1.8,a045,0.01645652091357508
linear,19,1.8,a070,0.03631908904225056
linear,19,1.8,a100,0.050777997590594204
linear,19,1.8,a150,0.06677411146822965
linear,19,1.8,a200,0.07434373751801504
linear,19,1.8,a300,0.08649306525818234
linear,19,2.0,L0_null,-0.0002768831689620166
linear,19,2.0,L1_redundant,0.0
linear,19,2.0,a025,0.005818556623516491
linear,19,2.0,a045,0.015590859534580503
linear,19,2.0,a070,0.03068616148072023
linear,19,2.0,a100,0.046648391583854365
linear,19,2.0,a150,0.06252026967756474
linear,19,2.0,a200,0.07025896314490154
linear,19,2.0,a300,0.07655077131292376
linear,2,0.0,L0_null,-0.0016208591214456058
linear,2,0.0,L1_redundant,0.0
linear,2,0.0,a025,0.07497476124077102
linear,2,0.0,a045,0.1276457882281415
linear,2,0.0,a070,0.1714056474627948
linear,2,0.0,a100,0.20993654704558867
linear,2,0.0,a150,0.23094091177370962
linear,2,0.0,a200,0.2584313574378752
linear,2,0.0,a300,0.27332716798643614
linear,2,0.2,L0_null,0.0011324261819286585
linear,2,0.2,L1_redundant,0.0
linear,2,0.2,a025,0.03863478501182882
linear,2,0.2,a045,0.0850346439641314
linear,2,0.2,a070,0.12705305855245042
linear,2,0.2,a100,0.15613550596541348
linear,2,0.2,a150,0.1876621206416117
linear,2,0.2,a200,0.20944762871698064
linear,2,0.2,a300,0.22284853738772004
linear,2,0.4,L0_null,-0.0005394869145078918
linear,2,0.4,L1_redundant,0.0
linear,2,0.4,a025,0.03183023552921371
linear,2,0.4,a045,0.06520025794872397
linear,2,0.4,a070,0.1023506859091069
linear,2,0.4,a100,0.13903122793642542
linear,2,0.4,a150,0.1690703009249508
linear,2,0.4,a200,0.18374119804543687
linear,2,0.4,a300,0.19792190630299378
linear,2,0.6,L0_null,-0.0012453163573478143
linear,2,0.6,L1_redundant,0.0
linear,2,0.6,a025,0.01980394491159032
linear,2,0.6,a045,0.03654901690497381
linear,2,0.6,a070,0.0783017957618517
linear,2,0.6,a100,0.10545113347285051
linear,2,0.6,a150,0.13406477524781013
linear,2,0.6,a200,0.15237778668905622
linear,2,0.6,a300,0.16059806513866093
linear,2,0.8,L0_null,0.00025653012173110223
linear,2,0.8,L1_redundant,0.0
linear,2,0.8,a025,0.01576083271541784
linear,2,0.8,a045,0.034491873077221125
linear,2,0.8,a070,0.05706920528909176
linear,2,0.8,a100,0.08434899384391537
linear,2,0.8,a150,0.11002384108463314
linear,2,0.8,a200,0.12626823754868033
linear,2,0.8,a300,0.13124739910506855
linear,2,1.0,L0_null,-0.002473123402825239
linear,2,1.0,L1_redundant,0.0
linear,2,1.0,a025,0.009041392828672112
linear,2,1.0,a045,0.03180030165727055
linear,2,1.0,a070,0.05872467318754582
linear,2,1.0,a100,0.0738954005463438
linear,2,1.0,a150,0.1004092712476764
linear,2,1.0,a200,0.11131078998547028
linear,2,1.0,a300,0.12390042133651369
linear,2,1.2,L0_null,-0.0004960182600477481
linear,2,1.2,L1_redundant,0.0
linear,2,1.2,a025,0.005240722182353941
linear,2,1.2,a045,0.02414404446144547
linear,2,1.2,a070,0.046589487194888646
linear,2,1.2,a100,0.07346223274605679
linear,2,1.2,a150,0.09254701740964033
linear,2,1.2,a200,0.10178844773788487
linear,2,1.2,a300,0.11468150822429246
linear,2,1.4,L0_null,0.0008922113077803884
linear,2,1.4,L1_redundant,0.0
linear,2,1.4,a025,0.007144450605103159
linear,2,1.4,a045,0.02294469016926004
linear,2,1.4,a070,0.04019810534879098
linear,2,1.4,a100,0.05991731452432014
linear,2,1.4,a150,0.07401527358617033
linear,2,1.4,a200,0.08634768741252485
linear,2,1.4,a300,0.09585946351761376
linear,2,1.6,L0_null,-0.0031593078698082255
linear,2,1.6,L1_redundant,0.0
linear,2,1.6,a025,0.005892716147868349
linear,2,1.6,a045,0.02199631125048196
linear,2,1.6,a070,0.03568082217493407
linear,2,1.6,a100,0.055802027588092384
linear,2,1.6,a150,0.07250111703006712
linear,2,1.6,a200,0.08281821585305393
linear,2,1.6,a300,0.08729704736819544
linear,2,1.8,L0_null,-2.1847848050038365e-05
linear,2,1.8,L1_redundant,0.0
linear,2,1.8,a025,0.007072640937563213
linear,2,1.8,a045,0.018720195999191835
linear,2,1.8,a070,0.03445140432410598
linear,2,1.8,a100,0.0483034451404325
linear,2,1.8,a150,0.06472620731460921
linear,2,1.8,a200,0.07463818448171355
linear,2,1.8,a300,0.08141089108910915
linear,2,2.0,L0_null,0.00030336647320616805
linear,2,2.0,L1_redundant,0.0
linear,2,2.0,a025,0.0033140081361524576
linear,2,2.0,a045,0.013088927605460543
linear,2,2.0,a070,0.028296665759090622
linear,2,2.0,a100,0.039468735172643044
linear,2,2.0,a150,0.05365657638954224
linear,2,2.0,a200,0.06067886272044587
linear,2,2.0,a300,0.06553310166787119
linear,20,0.0,L0_null,-0.0022704001583386813
linear,20,0.0,L1_redundant,0.0
linear,20,0.0,a025,0.061825077490987757
linear,20,0.0,a045,0.11437970658602536
linear,20,0.0,a070,0.1628593764219527
linear,20,0.0,a100,0.20433489533681537
linear,20,0.0,a150,0.2475073089927341
linear,20,0.0,a200,0.25739552205776683
linear,20,0.0,a300,0.2736451323028388
linear,20,0.2,L0_null,-0.0007311857147316303
linear,20,0.2,L1_redundant,0.0
linear,20,0.2,a025,0.048046728513617354
linear,20,0.2,a045,0.08371197128362218
linear,20,0.2,a070,0.12581818740250228
linear,20,0.2,a100,0.17038472455946796
linear,20,0.2,a150,0.19912636682438023
linear,20,0.2,a200,0.2128413004999904
linear,20,0.2,a300,0.234097206087864
linear,20,0.4,L0_null,-0.0019723407375087376
linear,20,0.4,L1_redundant,0.0
linear,20,0.4,a025,0.02283161303803838
linear,20,0.4,a045,0.052299599605378666
linear,20,0.4,a070,0.08649956905338385
linear,20,0.4,a100,0.12250787940034302
linear,20,0.4,a150,0.1580558662129169
linear,20,0.4,a200,0.1817843693337674
linear,20,0.4,a300,0.1900500122872154
linear,20,0.6,L0_null,0.000995269130968146
linear,20,0.6,L1_redundant,0.0
linear,20,0.6,a025,0.0156408449344958
linear,20,0.6,a045,0.044746280608484956
linear,20,0.6,a070,0.09043685435565108
linear,20,0.6,a100,0.11185518462959987
linear,20,0.6,a150,0.14737580045917975
linear,20,0.6,a200,0.15948099016163353
linear,20,0.6,a300,0.17276048360874385
linear,20,0.8,L0_null,0.00016767197346201357
linear,20,0.8,L1_redundant,0.0
linear,20,0.8,a025,0.015477527667429158
linear,20,0.8,a045,0.04284472593338551
linear,20,0.8,a070,0.0684007188640664
linear,20,0.8,a100,0.09452373888365262
linear,20,0.8,a150,0.11838175788589633
linear,20,0.8,a200,0.1365605568648498
linear,20,0.8,a300,0.14434518501154248
linear,20,1.0,L0_null,-0.0026956018983385066
linear,20,1.0,L1_redundant,0.0
linear,20,1.0,a025,0.005204637650114474
linear,20,1.0,a045,0.028900769619444766
linear,20,1.0,a070,0.05431231842341311
linear,20,1.0,a100,0.06825035912433663
linear,20,1.0,a150,0.09312774611731667
linear,20,1.0,a200,0.10365937409970993
linear,20,1.0,a300,0.11132718074131609
linear,20,1.2,L0_null,-0.0006419770982032391
linear,20,1.2,L1_redundant,0.0
linear,20,1.2,a025,0.004497740371475878
linear,20,1.2,a045,0.021428596594274874
linear,20,1.2,a070,0.047648491492230605
linear,20,1.2,a100,0.06670232646863261
linear,20,1.2,a150,0.09464481377630996
linear,20,1.2,a200,0.09780839437274735
linear,20,1.2,a300,0.11269088815304373
linear,20,1.4,L0_null,0.001253125950141487
linear,20,1.4,L1_redundant,0.0
linear,20,1.4,a025,0.007374346664563158
linear,20,1.4,a045,0.02154278276836974
linear,20,1.4,a070,0.0399661056889421
linear,20,1.4,a100,0.05761583551798277
linear,20,1.4,a150,0.08049674212215618
linear,20,1.4,a200,0.08876600044633243
linear,20,1.4,a300,0.09855947929870856
linear,20,1.6,L0_null,-0.00121358800429483
linear,20,1.6,L1_redundant,0.0
linear,20,1.6,a025,0.0068157302509459505
linear,20,1.6,a045,0.019429230347266402
linear,20,1.6,a070,0.04186418168179007
linear,20,1.6,a100,0.05431042764790417
linear,20,1.6,a150,0.06697507465457786
linear,20,1.6,a200,0.07806673638907302
linear,20,1.6,a300,0.08680962248851254
linear,20,1.8,L0_null,-0.00027518123908787384
linear,20,1.8,L1_redundant,0.0
linear,20,1.8,a025,0.003821420122646746
linear,20,1.8,a045,0.018205950788046876
linear,20,1.8,a070,0.03248863190310336
linear,20,1.8,a100,0.05104961897645843
linear,20,1.8,a150,0.06568646159540892
linear,20,1.8,a200,0.07490653273013415
linear,20,1.8,a300,0.07900175943536114
linear,20,2.0,L0_null,0.00017428794317242424
linear,20,2.0,L1_redundant,0.0
linear,20,2.0,a025,0.004147803172315445
linear,20,2.0,a045,0.012039111463823748
linear,20,2.0,a070,0.023173174999087998
linear,20,2.0,a100,0.0348809519644937
linear,20,2.0,a150,0.04466493986253872
linear,20,2.0,a200,0.057333237048094454
linear,20,2.0,a300,0.06423603909847031
linear,3,0.0,L0_null,0.003256647618139541
linear,3,0.0,L1_redundant,0.0
linear,3,0.0,a025,0.08508015179232936
linear,3,0.0,a045,0.12642603252352264
linear,3,0.0,a070,0.15794983027146642
linear,3,0.0,a100,0.20054670166510752
linear,3,0.0,a150,0.2344222675096484
linear,3,0.0,a200,0.25153627165305065
linear,3,0.0,a300,0.2648609298620918
linear,3,0.2,L0_null,-0.002812064376492951
linear,3,0.2,L1_redundant,0.0
linear,3,0.2,a025,0.03628043250535995
linear,3,0.2,a045,0.07913852521827025
linear,3,0.2,a070,0.12513183342979883
linear,3,0.2,a100,0.15812547383609543
linear,3,0.2,a150,0.19609273736640875
linear,3,0.2,a200,0.20997103995304423
linear,3,0.2,a300,0.2270739754950314
linear,3,0.4,L0_null,-0.0029066423886737747
linear,3,0.4,L1_redundant,0.0
linear,3,0.4,a025,0.033055071543021564
linear,3,0.4,a045,0.06961043643951337
