generator,seed,w_conf,level,learner,budget,gain_vs_B1_pp,gain_vs_B3_pp,acc_B1,acc_B3
linear,14,2.0,L1_redundant,gbm,0.25,0.050000000000005596,0.0,0.831,0.8305
linear,14,2.0,L1_redundant,gbm,0.3,-0.01666666666666483,0.0,0.8588333333333333,0.8578333333333333
linear,14,2.0,L1_redundant,gbm,0.4,-0.06666666666665932,0.0,0.9036666666666666,0.9031666666666667
linear,14,2.0,L1_redundant,mlp,0.05,0.0,0.03333333333332966,0.708,0.7073333333333334
linear,14,2.0,L1_redundant,mlp,0.1,0.0,0.0,0.7423333333333333,0.7408333333333333
linear,14,2.0,L1_redundant,mlp,0.15,0.0,-0.03333333333332966,0.7725,0.7715
linear,14,2.0,L1_redundant,mlp,0.2,0.0,0.03333333333332966,0.8035,0.8035
linear,14,2.0,L1_redundant,mlp,0.25,0.0,0.14999999999999458,0.831,0.8305
linear,14,2.0,L1_redundant,mlp,0.3,0.0,-0.216666666666665,0.8588333333333333,0.8578333333333333
linear,14,2.0,L1_redundant,mlp,0.4,0.0,0.06666666666667043,0.9036666666666666,0.9031666666666667
linear,14,2.0,a025,logreg,0.05,0.033333333333340764,0.1666666666666594,0.708,0.7073333333333334
linear,14,2.0,a025,logreg,0.1,0.20000000000000018,0.3833333333333355,0.7423333333333333,0.7408333333333333
linear,14,2.0,a025,logreg,0.15,0.20000000000000018,0.40000000000000036,0.7725,0.7715
linear,14,2.0,a025,logreg,0.2,0.10000000000000009,0.10000000000000009,0.8035,0.8035
linear,14,2.0,a025,logreg,0.25,0.33333333333334103,0.3166666666666651,0.831,0.8305
linear,14,2.0,a025,logreg,0.3,0.10000000000000009,0.20000000000000018,0.8588333333333333,0.8578333333333333
linear,14,2.0,a025,logreg,0.4,0.4166666666666763,0.40000000000000036,0.9036666666666666,0.9031666666666667
linear,14,2.0,a025,gbm,0.05,0.11666666666666492,0.11666666666666492,0.708,0.7073333333333334
linear,14,2.0,a025,gbm,0.1,0.016666666666675933,0.28333333333333544,0.7423333333333333,0.7408333333333333
linear,14,2.0,a025,gbm,0.15,0.13333333333334085,0.35000000000000586,0.7725,0.7715
linear,14,2.0,a025,gbm,0.2,0.18333333333333535,0.03333333333332966,0.8035,0.8035
linear,14,2.0,a025,gbm,0.25,0.16666666666667052,0.14999999999999458,0.831,0.8305
linear,14,2.0,a025,gbm,0.3,-0.10000000000000009,-0.050000000000005596,0.8588333333333333,0.8578333333333333
linear,14,2.0,a025,gbm,0.4,0.18333333333333535,0.06666666666667043,0.9036666666666666,0.9031666666666667
linear,14,2.0,a025,mlp,0.05,0.2500000000000058,0.20000000000000018,0.708,0.7073333333333334
linear,14,2.0,a025,mlp,0.1,0.2166666666666761,0.14999999999999458,0.7423333333333333,0.7408333333333333
linear,14,2.0,a025,mlp,0.15,0.2666666666666706,0.10000000000000009,0.7725,0.7715
linear,14,2.0,a025,mlp,0.2,0.10000000000000009,-0.10000000000000009,0.8035,0.8035
linear,14,2.0,a025,mlp,0.25,0.3166666666666651,0.13333333333332975,0.831,0.8305
linear,14,2.0,a025,mlp,0.3,0.10000000000000009,-0.23333333333332984,0.8588333333333333,0.8578333333333333
linear,14,2.0,a025,mlp,0.4,0.3166666666666762,-0.08333333333333526,0.9036666666666666,0.9031666666666667
linear,14,2.0,a045,logreg,0.05,0.40000000000000036,0.4666666666666597,0.708,0.7073333333333334
linear,14,2.0,a045,logreg,0.1,0.6000000000000005,0.6833333333333358,0.7423333333333333,0.7408333333333333
linear,14,2.0,a045,logreg,0.15,0.6833333333333358,0.7500000000000062,0.7725,0.7715
linear,14,2.0,a045,logreg,0.2,0.4666666666666708,0.4666666666666708,0.8035,0.8035
linear,14,2.0,a045,logreg,0.25,0.4666666666666708,0.5666666666666598,0.831,0.8305
linear,14,2.0,a045,logreg,0.3,0.3666666666666707,0.44999999999999485,0.8588333333333333,0.8578333333333333
linear,14,2.0,a045,logreg,0.4,0.5833333333333357,0.6000000000000005,0.9036666666666666,0.9031666666666667
linear,14,2.0,a045,gbm,0.05,0.30000000000000027,0.40000000000000036,0.708,0.7073333333333334
linear,14,2.0,a045,gbm,0.1,0.550000000000006,0.666666666666671,0.7423333333333333,0.7408333333333333
linear,14,2.0,a045,gbm,0.15,0.6333333333333413,0.7500000000000062,0.7725,0.7715
linear,14,2.0,a045,gbm,0.2,0.3833333333333355,0.3833333333333355,0.8035,0.8035
linear,14,2.0,a045,gbm,0.25,0.5333333333333412,0.4833333333333356,0.831,0.8305
linear,14,2.0,a045,gbm,0.3,0.28333333333333544,0.43333333333333,0.8588333333333333,0.8578333333333333
linear,14,2.0,a045,gbm,0.4,0.4333333333333411,0.5166666666666653,0.9036666666666666,0.9031666666666667
linear,14,2.0,a045,mlp,0.05,0.3166666666666651,0.4166666666666652,0.708,0.7073333333333334
linear,14,2.0,a045,mlp,0.1,0.5833333333333357,0.5333333333333301,0.7423333333333333,0.7408333333333333
linear,14,2.0,a045,mlp,0.15,0.7500000000000062,0.8000000000000007,0.7725,0.7715
linear,14,2.0,a045,mlp,0.2,0.5166666666666653,0.4833333333333356,0.8035,0.8035
linear,14,2.0,a045,mlp,0.25,0.5666666666666709,0.4666666666666597,0.831,0.8305
linear,14,2.0,a045,mlp,0.3,0.3166666666666651,0.3666666666666707,0.8588333333333333,0.8578333333333333
linear,14,2.0,a045,mlp,0.4,0.4833333333333356,0.3833333333333355,0.9036666666666666,0.9031666666666667
linear,14,2.0,a070,logreg,0.05,0.6500000000000061,0.7000000000000006,0.708,0.7073333333333334
linear,14,2.0,a070,logreg,0.1,0.883333333333336,1.0333333333333306,0.7423333333333333,0.7408333333333333
linear,14,2.0,a070,logreg,0.15,1.1666666666666714,1.3000000000000012,0.7725,0.7715
linear,14,2.0,a070,logreg,0.2,1.1333333333333306,1.100000000000001,0.8035,0.8035
linear,14,2.0,a070,logreg,0.25,1.0666666666666713,1.0166666666666657,0.831,0.8305
linear,14,2.0,a070,logreg,0.3,1.1833333333333362,1.1833333333333362,0.8588333333333333,0.8578333333333333
linear,14,2.0,a070,logreg,0.4,1.0833333333333361,1.200000000000001,0.9036666666666666,0.9031666666666667
linear,14,2.0,a070,gbm,0.05,0.6000000000000005,0.649999999999995,0.708,0.7073333333333334
linear,14,2.0,a070,gbm,0.1,0.666666666666671,0.8166666666666655,0.7423333333333333,0.7408333333333333
linear,14,2.0,a070,gbm,0.15,1.0333333333333417,1.2666666666666715,0.7725,0.7715
linear,14,2.0,a070,gbm,0.2,1.0333333333333306,1.1166666666666658,0.8035,0.8035
linear,14,2.0,a070,gbm,0.25,1.2500000000000067,1.2666666666666604,0.831,0.8305
linear,14,2.0,a070,gbm,0.3,1.1833333333333362,1.100000000000001,0.8588333333333333,0.8578333333333333
linear,14,2.0,a070,gbm,0.4,1.0500000000000065,1.216666666666666,0.9036666666666666,0.9031666666666667
linear,14,2.0,a070,mlp,0.05,0.666666666666671,0.7000000000000006,0.708,0.7073333333333334
linear,14,2.0,a070,mlp,0.1,0.8666666666666711,0.8499999999999952,0.7423333333333333,0.7408333333333333
linear,14,2.0,a070,mlp,0.15,1.1166666666666658,1.0833333333333361,0.7725,0.7715
linear,14,2.0,a070,mlp,0.2,1.1166666666666658,0.9833333333333361,0.8035,0.8035
linear,14,2.0,a070,mlp,0.25,1.216666666666666,1.200000000000001,0.831,0.8305
linear,14,2.0,a070,mlp,0.3,1.1166666666666658,0.9666666666666712,0.8588333333333333,0.8578333333333333
linear,14,2.0,a070,mlp,0.4,1.0666666666666713,0.8166666666666655,0.9036666666666666,0.9031666666666667
linear,14,2.0,a100,logreg,0.05,0.766666666666671,0.8166666666666655,0.708,0.7073333333333334
linear,14,2.0,a100,logreg,0.1,1.0833333333333361,1.2666666666666604,0.7423333333333333,0.7408333333333333
linear,14,2.0,a100,logreg,0.15,1.4500000000000068,1.533333333333342,0.7725,0.7715
linear,14,2.0,a100,logreg,0.2,1.6833333333333367,1.7166666666666663,0.8035,0.8035
linear,14,2.0,a100,logreg,0.25,1.8333333333333424,1.866666666666661,0.831,0.8305
linear,14,2.0,a100,logreg,0.3,1.5833333333333366,1.6833333333333367,0.8588333333333333,0.8578333333333333
linear,14,2.0,a100,logreg,0.4,1.3666666666666716,1.416666666666666,0.9036666666666666,0.9031666666666667
linear,14,2.0,a100,gbm,0.05,0.550000000000006,0.6333333333333302,0.708,0.7073333333333334
linear,14,2.0,a100,gbm,0.1,1.100000000000001,1.2499999999999956,0.7423333333333333,0.7408333333333333
linear,14,2.0,a100,gbm,0.15,1.4833333333333365,1.6833333333333367,0.7725,0.7715
linear,14,2.0,a100,gbm,0.2,1.6833333333333367,1.749999999999996,0.8035,0.8035
linear,14,2.0,a100,gbm,0.25,1.8000000000000016,1.966666666666661,0.831,0.8305
linear,14,2.0,a100,gbm,0.3,1.5666666666666718,1.7000000000000015,0.8588333333333333,0.8578333333333333
linear,14,2.0,a100,gbm,0.4,1.5666666666666718,1.3333333333333308,0.9036666666666666,0.9031666666666667
linear,14,2.0,a100,mlp,0.05,0.666666666666671,0.7166666666666655,0.708,0.7073333333333334
linear,14,2.0,a100,mlp,0.1,1.100000000000001,1.200000000000001,0.7423333333333333,0.7408333333333333
linear,14,2.0,a100,mlp,0.15,1.550000000000007,1.4833333333333365,0.7725,0.7715
linear,14,2.0,a100,mlp,0.2,1.7166666666666663,1.649999999999996,0.8035,0.8035
linear,14,2.0,a100,mlp,0.25,1.9666666666666721,1.983333333333337,0.831,0.8305
linear,14,2.0,a100,mlp,0.3,1.5166666666666662,1.7833333333333368,0.8588333333333333,0.8578333333333333
linear,14,2.0,a100,mlp,0.4,1.5666666666666718,1.4833333333333365,0.9036666666666666,0.9031666666666667
linear,14,2.0,a150,logreg,0.05,1.0500000000000065,1.1166666666666658,0.708,0.7073333333333334
linear,14,2.0,a150,logreg,0.1,1.650000000000007,1.8000000000000016,0.7423333333333333,0.7408333333333333
linear,14,2.0,a150,logreg,0.15,2.1500000000000075,2.283333333333337,0.7725,0.7715
linear,14,2.0,a150,logreg,0.2,2.316666666666667,2.300000000000002,0.8035,0.8035
linear,14,2.0,a150,logreg,0.25,2.533333333333332,2.5666666666666615,0.831,0.8305
linear,14,2.0,a150,logreg,0.3,2.3666666666666614,2.500000000000002,0.8588333333333333,0.8578333333333333
linear,14,2.0,a150,logreg,0.4,2.0166666666666666,2.1166666666666667,0.9036666666666666,0.9031666666666667
linear,14,2.0,a150,gbm,0.05,0.9833333333333361,1.1333333333333306,0.708,0.7073333333333334
linear,14,2.0,a150,gbm,0.1,1.6333333333333422,1.649999999999996,0.7423333333333333,0.7408333333333333
linear,14,2.0,a150,gbm,0.15,1.9000000000000017,2.0166666666666666,0.7725,0.7715
linear,14,2.0,a150,gbm,0.2,2.2666666666666724,2.1666666666666723,0.8035,0.8035
linear,14,2.0,a150,gbm,0.25,2.550000000000008,2.533333333333332,0.831,0.8305
linear,14,2.0,a150,gbm,0.3,2.316666666666667,2.4833333333333374,0.8588333333333333,0.8578333333333333
linear,14,2.0,a150,gbm,0.4,2.1166666666666667,2.1333333333333315,0.9036666666666666,0.9031666666666667
linear,14,2.0,a150,mlp,0.05,1.0666666666666713,1.0666666666666602,0.708,0.7073333333333334
linear,14,2.0,a150,mlp,0.1,1.5666666666666718,1.7166666666666663,0.7423333333333333,0.7408333333333333
linear,14,2.0,a150,mlp,0.15,2.1333333333333315,2.1666666666666723,0.7725,0.7715
linear,14,2.0,a150,mlp,0.2,2.2499999999999964,2.416666666666667,0.8035,0.8035
linear,14,2.0,a150,mlp,0.25,2.550000000000008,2.4833333333333263,0.831,0.8305
linear,14,2.0,a150,mlp,0.3,2.3333333333333317,2.300000000000002,0.8588333333333333,0.8578333333333333
linear,14,2.0,a150,mlp,0.4,2.183333333333337,2.1499999999999964,0.9036666666666666,0.9031666666666667
linear,14,2.0,a200,logreg,0.05,1.0833333333333361,1.1499999999999955,0.708,0.7073333333333334
linear,14,2.0,a200,logreg,0.1,1.5666666666666718,1.7333333333333312,0.7423333333333333,0.7408333333333333
linear,14,2.0,a200,logreg,0.15,2.216666666666667,2.300000000000002,0.7725,0.7715
linear,14,2.0,a200,logreg,0.2,2.3833333333333373,2.3833333333333373,0.8035,0.8035
linear,14,2.0,a200,logreg,0.25,2.633333333333332,2.7166666666666672,0.831,0.8305
linear,14,2.0,a200,logreg,0.3,2.5666666666666615,2.6833333333333376,0.8588333333333333,0.8578333333333333
linear,14,2.0,a200,logreg,0.4,2.300000000000002,2.3666666666666614,0.9036666666666666,0.9031666666666667
linear,14,2.0,a200,gbm,0.05,0.9833333333333361,1.0000000000000009,0.708,0.7073333333333334
linear,14,2.0,a200,gbm,0.1,1.433333333333342,1.6666666666666607,0.7423333333333333,0.7408333333333333
linear,14,2.0,a200,gbm,0.15,2.1333333333333315,2.2333333333333316,0.7725,0.7715
linear,14,2.0,a200,gbm,0.2,2.2499999999999964,2.300000000000002,0.8035,0.8035
linear,14,2.0,a200,gbm,0.25,2.550000000000008,2.500000000000002,0.831,0.8305
linear,14,2.0,a200,gbm,0.3,2.4499999999999966,2.6000000000000023,0.8588333333333333,0.8578333333333333
linear,14,2.0,a200,gbm,0.4,2.3833333333333373,2.4499999999999966,0.9036666666666666,0.9031666666666667
linear,14,2.0,a200,mlp,0.05,1.0333333333333417,1.0166666666666657,0.708,0.7073333333333334
linear,14,2.0,a200,mlp,0.1,1.5166666666666662,1.6833333333333367,0.7423333333333333,0.7408333333333333
linear,14,2.0,a200,mlp,0.15,2.183333333333337,2.100000000000002,0.7725,0.7715
linear,14,2.0,a200,mlp,0.2,2.3833333333333373,2.300000000000002,0.8035,0.8035
linear,14,2.0,a200,mlp,0.25,2.766666666666673,2.6000000000000023,0.831,0.8305
linear,14,2.0,a200,mlp,0.3,2.4666666666666615,2.6666666666666616,0.8588333333333333,0.8578333333333333
linear,14,2.0,a200,mlp,0.4,2.300000000000002,2.316666666666667,0.9036666666666666,0.9031666666666667
linear,14,2.0,a300,logreg,0.05,1.1166666666666658,1.1666666666666603,0.708,0.7073333333333334
linear,14,2.0,a300,logreg,0.1,1.9000000000000017,2.0499999999999963,0.7423333333333333,0.7408333333333333
linear,14,2.0,a300,logreg,0.15,2.4500000000000077,2.533333333333332,0.7725,0.7715
linear,14,2.0,a300,logreg,0.2,2.6833333333333376,2.6666666666666727,0.8035,0.8035
linear,14,2.0,a300,logreg,0.25,2.7000000000000024,2.7666666666666617,0.831,0.8305
linear,14,2.0,a300,logreg,0.3,2.6000000000000023,2.7166666666666672,0.8588333333333333,0.8578333333333333
linear,14,2.0,a300,logreg,0.4,2.2500000000000075,2.300000000000002,0.9036666666666666,0.9031666666666667
linear,14,2.0,a300,gbm,0.05,1.0000000000000009,1.0666666666666602,0.708,0.7073333333333334
linear,14,2.0,a300,gbm,0.1,1.8333333333333424,1.9333333333333313,0.7423333333333333,0.7408333333333333
linear,14,2.0,a300,gbm,0.15,2.416666666666667,2.400000000000002,0.7725,0.7715
linear,14,2.0,a300,gbm,0.2,2.4833333333333374,2.5499999999999967,0.8035,0.8035
linear,14,2.0,a300,gbm,0.25,2.833333333333332,2.833333333333332,0.831,0.8305
linear,14,2.0,a300,gbm,0.3,2.7833333333333377,2.849999999999997,0.8588333333333333,0.8578333333333333
linear,14,2.0,a300,gbm,0.4,2.283333333333337,2.3499999999999965,0.9036666666666666,0.9031666666666667
linear,14,2.0,a300,mlp,0.05,1.0833333333333361,1.100000000000001,0.708,0.7073333333333334
linear,14,2.0,a300,mlp,0.1,1.9166666666666665,1.9333333333333313,0.7423333333333333,0.7408333333333333
linear,14,2.0,a300,mlp,0.15,2.416666666666667,2.433333333333332,0.7725,0.7715
linear,14,2.0,a300,mlp,0.2,2.6666666666666727,2.516666666666667,0.8035,0.8035
linear,14,2.0,a300,mlp,0.25,2.9000000000000026,2.866666666666662,0.831,0.8305
linear,14,2.0,a300,mlp,0.3,2.4666666666666615,2.7166666666666672,0.8588333333333333,0.8578333333333333
linear,14,2.0,a300,mlp,0.4,2.200000000000002,2.400000000000002,0.9036666666666666,0.9031666666666667
linear,15,0.0,L0_null,logreg,0.05,0.0,0.08333333333333526,0.6826666666666666,0.6805
linear,15,0.0,L0_null,logreg,0.1,0.01666666666666483,0.08333333333333526,0.6991666666666667,0.698
linear,15,0.0,L0_null,logreg,0.15,0.033333333333340764,0.13333333333332975,0.715,0.7138333333333333
linear,15,0.0,L0_null,logreg,0.2,-0.04999999999999449,-0.08333333333333526,0.7333333333333333,0.7316666666666667
linear,15,0.0,L0_null,logreg,0.25,-0.18333333333333535,-0.06666666666667043,0.7496666666666667,0.749
linear,15,0.0,L0_null,logreg,0.3,0.03333333333332966,-0.18333333333333535,0.7646666666666667,0.767
linear,15,0.0,L0_null,logreg,0.4,-0.06666666666667043,-0.18333333333333535,0.797,0.8015
linear,15,0.0,L0_null,gbm,0.05,0.0,-0.01666666666666483,0.6826666666666666,0.6805
linear,15,0.0,L0_null,gbm,0.1,-0.08333333333333526,-0.18333333333332424,0.6991666666666667,0.698
linear,15,0.0,L0_null,gbm,0.15,-0.14999999999999458,-0.20000000000000018,0.715,0.7138333333333333
linear,15,0.0,L0_null,gbm,0.2,-0.24999999999999467,-0.08333333333333526,0.7333333333333333,0.7316666666666667
linear,15,0.0,L0_null,gbm,0.25,-0.10000000000000009,0.0,0.7496666666666667,0.749
linear,15,0.0,L0_null,gbm,0.3,-0.033333333333340764,-0.30000000000000027,0.7646666666666667,0.767
linear,15,0.0,L0_null,gbm,0.4,0.30000000000000027,-0.44999999999999485,0.797,0.8015
linear,15,0.0,L0_null,mlp,0.05,-0.43333333333333,-0.04999999999999449,0.6826666666666666,0.6805
linear,15,0.0,L0_null,mlp,0.1,-0.2166666666666761,0.15000000000000568,0.6991666666666667,0.698
linear,15,0.0,L0_null,mlp,0.15,-0.18333333333333535,0.13333333333332975,0.715,0.7138333333333333
linear,15,0.0,L0_null,mlp,0.2,-0.4833333333333245,-0.16666666666667052,0.7333333333333333,0.7316666666666667
linear,15,0.0,L0_null,mlp,0.25,-0.550000000000006,0.0,0.7496666666666667,0.749
linear,15,0.0,L0_null,mlp,0.3,-0.5000000000000004,0.11666666666666492,0.7646666666666667,0.767
linear,15,0.0,L0_null,mlp,0.4,-0.2166666666666761,0.06666666666667043,0.797,0.8015
linear,15,0.0,L1_redundant,logreg,0.05,0.0,0.06666666666667043,0.6826666666666666,0.6805
linear,15,0.0,L1_redundant,logreg,0.1,0.0,0.08333333333333526,0.6991666666666667,0.698
linear,15,0.0,L1_redundant,logreg,0.15,0.0,0.13333333333332975,0.715,0.7138333333333333
linear,15,0.0,L1_redundant,logreg,0.2,0.0,-0.06666666666667043,0.7333333333333333,0.7316666666666667
linear,15,0.0,L1_redundant,logreg,0.25,0.0,-0.08333333333333526,0.7496666666666667,0.749
linear,15,0.0,L1_redundant,logreg,0.3,0.0,-0.216666666666665,0.7646666666666667,0.767
linear,15,0.0,L1_redundant,logreg,0.4,0.0,-0.216666666666665,0.797,0.8015
linear,15,0.0,L1_redundant,gbm,0.05,-0.30000000000000027,0.0,0.6826666666666666,0.6805
linear,15,0.0,L1_redundant,gbm,0.1,-0.35000000000000586,0.0,0.6991666666666667,0.698
linear,15,0.0,L1_redundant,gbm,0.15,-0.34999999999999476,0.0,0.715,0.7138333333333333
linear,15,0.0,L1_redundant,gbm,0.2,-0.44999999999999485,0.0,0.7333333333333333,0.7316666666666667
linear,15,0.0,L1_redundant,gbm,0.25,-0.5333333333333412,0.0,0.7496666666666667,0.749
linear,15,0.0,L1_redundant,gbm,0.3,-0.3666666666666707,0.0,0.7646666666666667,0.767
linear,15,0.0,L1_redundant,gbm,0.4,0.24999999999999467,0.0,0.797,0.8015
linear,15,0.0,L1_redundant,mlp,0.05,-0.43333333333333,0.01666666666666483,0.6826666666666666,0.6805
linear,15,0.0,L1_redundant,mlp,0.1,-0.45000000000000595,-0.13333333333332975,0.6991666666666667,0.698
linear,15,0.0,L1_redundant,mlp,0.15,-0.3666666666666596,0.13333333333332975,0.715,0.7138333333333333
linear,15,0.0,L1_redundant,mlp,0.2,-0.43333333333333,0.06666666666665932,0.7333333333333333,0.7316666666666667
linear,15,0.0,L1_redundant,mlp,0.25,-0.666666666666671,-0.04999999999999449,0.7496666666666667,0.749
linear,15,0.0,L1_redundant,mlp,0.3,-0.4833333333333356,0.0,0.7646666666666667,0.767
linear,15,0.0,L1_redundant,mlp,0.4,-0.2166666666666761,-0.01666666666666483,0.797,0.8015
linear,15,0.0,a025,logreg,0.05,0.30000000000000027,0.43333333333333,0.6826666666666666,0.6805
linear,15,0.0,a025,logreg,0.1,0.5000000000000004,0.7333333333333414,0.6991666666666667,0.698
linear,15,0.0,a025,logreg,0.15,0.9666666666666712,1.0000000000000009,0.715,0.7138333333333333
linear,15,0.0,a025,logreg,0.2,1.3666666666666716,1.2333333333333307,0.7333333333333333,0.7316666666666667
linear,15,0.0,a025,logreg,0.25,1.5499999999999958,1.416666666666666,0.7496666666666667,0.749
linear,15,0.0,a025,logreg,0.3,1.866666666666661,1.649999999999996,0.7646666666666667,0.767
linear,15,0.0,a025,logreg,0.4,2.183333333333326,1.866666666666672,0.797,0.8015
linear,15,0.0,a025,gbm,0.05,0.18333333333333535,0.40000000000000036,0.6826666666666666,0.6805
linear,15,0.0,a025,gbm,0.1,0.6000000000000005,0.6500000000000061,0.6991666666666667,0.698
linear,15,0.0,a025,gbm,0.15,1.0166666666666657,0.7500000000000062,0.715,0.7138333333333333
linear,15,0.0,a025,gbm,0.2,1.0166666666666768,0.8166666666666655,0.7333333333333333,0.7316666666666667
linear,15,0.0,a025,gbm,0.25,1.3666666666666605,1.216666666666666,0.7496666666666667,0.749
linear,15,0.0,a025,gbm,0.3,1.5666666666666607,1.2833333333333363,0.7646666666666667,0.767
linear,15,0.0,a025,gbm,0.4,2.066666666666661,1.5666666666666718,0.797,0.8015
linear,15,0.0,a025,mlp,0.05,0.050000000000005596,-0.10000000000000009,0.6826666666666666,0.6805
linear,15,0.0,a025,mlp,0.1,0.14999999999999458,0.18333333333333535,0.6991666666666667,0.698
linear,15,0.0,a025,mlp,0.15,0.3166666666666651,0.5166666666666653,0.715,0.7138333333333333
linear,15,0.0,a025,mlp,0.2,0.2500000000000058,0.3666666666666596,0.7333333333333333,0.7316666666666667
linear,15,0.0,a025,mlp,0.25,0.33333333333332993,0.5833333333333357,0.7496666666666667,0.749
linear,15,0.0,a025,mlp,0.3,0.9333333333333305,0.4166666666666652,0.7646666666666667,0.767
linear,15,0.0,a025,mlp,0.4,1.3666666666666605,0.5166666666666653,0.797,0.8015
linear,15,0.0,a045,logreg,0.05,0.7833333333333359,1.0333333333333306,0.6826666666666666,0.6805
linear,15,0.0,a045,logreg,0.1,1.5666666666666607,1.6833333333333367,0.6991666666666667,0.698
linear,15,0.0,a045,logreg,0.15,2.183333333333337,2.2499999999999964,0.715,0.7138333333333333
linear,15,0.0,a045,logreg,0.2,2.533333333333343,2.866666666666662,0.7333333333333333,0.7316666666666667
linear,15,0.0,a045,logreg,0.25,2.9833333333333267,2.949999999999997,0.7496666666666667,0.749
linear,15,0.0,a045,logreg,0.3,3.3666666666666623,3.083333333333327,0.7646666666666667,0.767
linear,15,0.0,a045,logreg,0.4,3.849999999999998,3.500000000000003,0.797,0.8015
linear,15,0.0,a045,gbm,0.05,0.6500000000000061,0.9166666666666656,0.6826666666666666,0.6805
linear,15,0.0,a045,gbm,0.1,1.3999999999999901,1.6000000000000014,0.6991666666666667,0.698
linear,15,0.0,a045,gbm,0.15,2.1166666666666667,2.200000000000002,0.715,0.7138333333333333
linear,15,0.0,a045,gbm,0.2,2.2500000000000075,2.516666666666667,0.7333333333333333,0.7316666666666667
linear,15,0.0,a045,gbm,0.25,2.849999999999997,2.949999999999997,0.7496666666666667,0.749
linear,15,0.0,a045,gbm,0.3,3.399999999999992,2.9000000000000026,0.7646666666666667,0.767
linear,15,0.0,a045,gbm,0.4,3.7666666666666626,3.4666666666666623,0.797,0.8015
linear,15,0.0,a045,mlp,0.05,0.20000000000000018,0.43333333333333,0.6826666666666666,0.6805
linear,15,0.0,a045,mlp,0.1,0.9499999999999953,0.6333333333333413,0.6991666666666667,0.698
linear,15,0.0,a045,mlp,0.15,1.5666666666666718,1.1833333333333362,0.715,0.7138333333333333
linear,15,0.0,a045,mlp,0.2,1.6000000000000014,1.4000000000000012,0.7333333333333333,0.7316666666666667
linear,15,0.0,a045,mlp,0.25,2.0333333333333314,1.5499999999999958,0.7496666666666667,0.749
linear,15,0.0,a045,mlp,0.3,2.4666666666666615,1.633333333333331,0.7646666666666667,0.767
linear,15,0.0,a045,mlp,0.4,3.066666666666662,1.6833333333333367,0.797,0.8015
linear,15,0.0,a070,logreg,0.05,1.1833333333333362,1.3833333333333364,0.6826666666666666,0.6805
linear,15,0.0,a070,logreg,0.1,2.166666666666661,2.2666666666666724,0.6991666666666667,0.698
linear,15,0.0,a070,logreg,0.15,3.0333333333333323,3.2666666666666733,0.715,0.7138333333333333
linear,15,0.0,a070,logreg,0.2,3.533333333333344,3.7666666666666626,0.7333333333333333,0.7316666666666667
linear,15,0.0,a070,logreg,0.25,3.9166666666666683,3.949999999999998,0.7496666666666667,0.749
linear,15,0.0,a070,logreg,0.3,4.516666666666658,4.283333333333328,0.7646666666666667,0.767
linear,15,0.0,a070,logreg,0.4,4.883333333333328,4.600000000000004,0.797,0.8015
linear,15,0.0,a070,gbm,0.05,1.216666666666666,1.3666666666666716,0.6826666666666666,0.6805
linear,15,0.0,a070,gbm,0.1,2.0999999999999908,2.300000000000002,0.6991666666666667,0.698
linear,15,0.0,a070,gbm,0.15,3.0333333333333323,2.9333333333333322,0.715,0.7138333333333333
linear,15,0.0,a070,gbm,0.2,3.3333333333333437,3.3333333333333326,0.7333333333333333,0.7316666666666667
linear,15,0.0,a070,gbm,0.25,3.6666666666666625,3.616666666666668,0.7496666666666667,0.749
linear,15,0.0,a070,gbm,0.3,4.1666666666666625,4.083333333333328,0.7646666666666667,0.767
linear,15,0.0,a070,gbm,0.4,5.133333333333335,4.600000000000004,0.797,0.8015
linear,15,0.0,a070,mlp,0.05,1.100000000000001,1.433333333333331,0.6826666666666666,0.6805
linear,15,0.0,a070,mlp,0.1,2.299999999999991,2.416666666666667,0.6991666666666667,0.698
linear,15,0.0,a070,mlp,0.15,3.0166666666666675,3.2333333333333325,0.715,0.7138333333333333
linear,15,0.0,a070,mlp,0.2,3.5500000000000087,3.6499999999999977,0.7333333333333333,0.7316666666666667
linear,15,0.0,a070,mlp,0.25,4.049999999999998,3.9166666666666683,0.7496666666666667,0.749
linear,15,0.0,a070,mlp,0.3,4.499999999999993,4.016666666666668,0.7646666666666667,0.767
linear,15,0.0,a070,mlp,0.4,5.066666666666664,4.48333333333334,0.797,0.8015
linear,15,0.0,a100,logreg,0.05,1.4500000000000068,1.6666666666666718,0.6826666666666666,0.6805
linear,15,0.0,a100,logreg,0.1,2.733333333333332,2.8000000000000025,0.6991666666666667,0.698
linear,15,0.0,a100,logreg,0.15,3.949999999999998,3.9833333333333387,0.715,0.7138333333333333
linear,15,0.0,a100,logreg,0.2,4.650000000000009,4.883333333333328,0.7333333333333333,0.7316666666666667
linear,15,0.0,a100,logreg,0.25,5.566666666666665,5.71666666666667,0.7496666666666667,0.749
linear,15,0.0,a100,logreg,0.3,6.366666666666665,6.099999999999994,0.7646666666666667,0.767
linear,15,0.0,a100,logreg,0.4,6.666666666666665,6.28333333333333,0.797,0.8015
linear,15,0.0,a100,gbm,0.05,1.5000000000000013,1.633333333333331,0.6826666666666666,0.6805
linear,15,0.0,a100,gbm,0.1,2.633333333333332,2.9166666666666674,0.6991666666666667,0.698
