generator,seed,w_conf,level,learner,budget,gain_vs_B1_pp,gain_vs_B3_pp,acc_B1,acc_B3
linear,1,0.0,a300,mlp,0.3,7.599999999999996,7.933333333333326,0.7708333333333334,0.7668333333333334
linear,1,0.0,a300,mlp,0.4,8.266666666666666,8.350000000000001,0.802,0.7995
linear,1,0.2,L0_null,logreg,0.05,0.0,0.4666666666666708,0.6945,0.691
linear,1,0.2,L0_null,logreg,0.1,0.0,0.649999999999995,0.7136666666666667,0.7095
linear,1,0.2,L0_null,logreg,0.15,-0.11666666666666492,0.16666666666667052,0.733,0.7293333333333333
linear,1,0.2,L0_null,logreg,0.2,0.04999999999999449,0.2166666666666761,0.7485,0.7473333333333333
linear,1,0.2,L0_null,logreg,0.25,0.20000000000000018,0.04999999999999449,0.7663333333333333,0.767
linear,1,0.2,L0_null,logreg,0.3,-0.04999999999999449,-0.11666666666666492,0.7855,0.7865
linear,1,0.2,L0_null,logreg,0.4,-0.04999999999999449,0.3666666666666707,0.82,0.8158333333333333
linear,1,0.2,L0_null,gbm,0.05,-0.3166666666666651,0.18333333333333535,0.6945,0.691
linear,1,0.2,L0_null,gbm,0.1,-0.2666666666666706,0.1666666666666594,0.7136666666666667,0.7095
linear,1,0.2,L0_null,gbm,0.15,-0.4166666666666652,0.13333333333334085,0.733,0.7293333333333333
linear,1,0.2,L0_null,gbm,0.2,0.10000000000000009,-0.06666666666665932,0.7485,0.7473333333333333
linear,1,0.2,L0_null,gbm,0.25,0.01666666666666483,0.0,0.7663333333333333,0.767
linear,1,0.2,L0_null,gbm,0.3,-0.14999999999999458,-0.10000000000000009,0.7855,0.7865
linear,1,0.2,L0_null,gbm,0.4,0.016666666666675933,0.13333333333334085,0.82,0.8158333333333333
linear,1,0.2,L0_null,mlp,0.05,-0.06666666666667043,0.20000000000000018,0.6945,0.691
linear,1,0.2,L0_null,mlp,0.1,-0.16666666666667052,0.06666666666665932,0.7136666666666667,0.7095
linear,1,0.2,L0_null,mlp,0.15,-0.3166666666666651,0.10000000000000009,0.733,0.7293333333333333
linear,1,0.2,L0_null,mlp,0.2,-0.16666666666667052,-0.10000000000000009,0.7485,0.7473333333333333
linear,1,0.2,L0_null,mlp,0.25,0.0,-0.3833333333333355,0.7663333333333333,0.767
linear,1,0.2,L0_null,mlp,0.3,-0.24999999999999467,-0.6000000000000005,0.7855,0.7865
linear,1,0.2,L0_null,mlp,0.4,-0.34999999999999476,-0.20000000000000018,0.82,0.8158333333333333
linear,1,0.2,L1_redundant,logreg,0.05,0.0,0.45000000000000595,0.6945,0.691
linear,1,0.2,L1_redundant,logreg,0.1,0.0,0.5000000000000004,0.7136666666666667,0.7095
linear,1,0.2,L1_redundant,logreg,0.15,0.0,0.2166666666666761,0.733,0.7293333333333333
linear,1,0.2,L1_redundant,logreg,0.2,0.0,0.13333333333334085,0.7485,0.7473333333333333
linear,1,0.2,L1_redundant,logreg,0.25,0.0,0.06666666666667043,0.7663333333333333,0.767
linear,1,0.2,L1_redundant,logreg,0.3,0.0,-0.216666666666665,0.7855,0.7865
linear,1,0.2,L1_redundant,logreg,0.4,0.0,0.4666666666666708,0.82,0.8158333333333333
linear,1,0.2,L1_redundant,gbm,0.05,-0.15000000000000568,0.0,0.6945,0.691
linear,1,0.2,L1_redundant,gbm,0.1,-0.3166666666666651,0.0,0.7136666666666667,0.7095
linear,1,0.2,L1_redundant,gbm,0.15,-0.216666666666665,0.0,0.733,0.7293333333333333
linear,1,0.2,L1_redundant,gbm,0.2,0.11666666666666492,0.0,0.7485,0.7473333333333333
linear,1,0.2,L1_redundant,gbm,0.25,-0.10000000000000009,0.0,0.7663333333333333,0.767
linear,1,0.2,L1_redundant,gbm,0.3,0.0,0.0,0.7855,0.7865
linear,1,0.2,L1_redundant,gbm,0.4,0.033333333333340764,0.0,0.82,0.8158333333333333
linear,1,0.2,L1_redundant,mlp,0.05,-0.20000000000000018,0.2666666666666706,0.6945,0.691
linear,1,0.2,L1_redundant,mlp,0.1,-0.15000000000000568,0.14999999999999458,0.7136666666666667,0.7095
linear,1,0.2,L1_redundant,mlp,0.15,-0.30000000000000027,-0.08333333333332416,0.733,0.7293333333333333
linear,1,0.2,L1_redundant,mlp,0.2,0.0,-0.13333333333332975,0.7485,0.7473333333333333
linear,1,0.2,L1_redundant,mlp,0.25,0.0,-0.35000000000000586,0.7663333333333333,0.767
linear,1,0.2,L1_redundant,mlp,0.3,0.0,-0.7833333333333359,0.7855,0.7865
linear,1,0.2,L1_redundant,mlp,0.4,0.0,-0.06666666666665932,0.82,0.8158333333333333
linear,1,0.2,a025,logreg,0.05,0.23333333333332984,0.5666666666666709,0.6945,0.691
linear,1,0.2,a025,logreg,0.1,0.23333333333332984,0.5666666666666598,0.7136666666666667,0.7095
linear,1,0.2,a025,logreg,0.15,0.2666666666666706,0.5333333333333412,0.733,0.7293333333333333
linear,1,0.2,a025,logreg,0.2,0.5499999999999949,0.7333333333333414,0.7485,0.7473333333333333
linear,1,0.2,a025,logreg,0.25,0.5166666666666653,0.5333333333333301,0.7663333333333333,0.767
linear,1,0.2,a025,logreg,0.3,0.40000000000000036,0.20000000000000018,0.7855,0.7865
linear,1,0.2,a025,logreg,0.4,0.7166666666666766,1.0333333333333417,0.82,0.8158333333333333
linear,1,0.2,a025,gbm,0.05,0.10000000000000009,0.45000000000000595,0.6945,0.691
linear,1,0.2,a025,gbm,0.1,0.16666666666667052,0.4833333333333356,0.7136666666666667,0.7095
linear,1,0.2,a025,gbm,0.15,0.15000000000000568,0.30000000000000027,0.733,0.7293333333333333
linear,1,0.2,a025,gbm,0.2,0.18333333333332424,0.35000000000000586,0.7485,0.7473333333333333
linear,1,0.2,a025,gbm,0.25,0.23333333333334094,0.16666666666667052,0.7663333333333333,0.767
linear,1,0.2,a025,gbm,0.3,0.18333333333333535,0.13333333333334085,0.7855,0.7865
linear,1,0.2,a025,gbm,0.4,0.5000000000000004,0.5166666666666653,0.82,0.8158333333333333
linear,1,0.2,a025,mlp,0.05,0.24999999999999467,0.33333333333334103,0.6945,0.691
linear,1,0.2,a025,mlp,0.1,0.216666666666665,0.2666666666666595,0.7136666666666667,0.7095
linear,1,0.2,a025,mlp,0.15,0.20000000000000018,0.28333333333333544,0.733,0.7293333333333333
linear,1,0.2,a025,mlp,0.2,0.5166666666666653,0.18333333333333535,0.7485,0.7473333333333333
linear,1,0.2,a025,mlp,0.25,0.45000000000000595,-0.10000000000000009,0.7663333333333333,0.767
linear,1,0.2,a025,mlp,0.3,0.4666666666666708,-0.23333333333332984,0.7855,0.7865
linear,1,0.2,a025,mlp,0.4,0.7333333333333414,0.050000000000005596,0.82,0.8158333333333333
linear,1,0.2,a045,logreg,0.05,0.40000000000000036,0.7500000000000062,0.6945,0.691
linear,1,0.2,a045,logreg,0.1,0.9666666666666712,1.2666666666666604,0.7136666666666667,0.7095
linear,1,0.2,a045,logreg,0.15,1.1166666666666658,1.533333333333342,0.733,0.7293333333333333
linear,1,0.2,a045,logreg,0.2,1.7666666666666608,1.9333333333333425,0.7485,0.7473333333333333
linear,1,0.2,a045,logreg,0.25,2.0166666666666666,1.866666666666661,0.7663333333333333,0.767
linear,1,0.2,a045,logreg,0.3,2.1166666666666667,2.066666666666672,0.7855,0.7865
linear,1,0.2,a045,logreg,0.4,2.1500000000000075,2.416666666666667,0.82,0.8158333333333333
linear,1,0.2,a045,gbm,0.05,0.5833333333333357,0.766666666666671,0.6945,0.691
linear,1,0.2,a045,gbm,0.1,0.8666666666666711,1.433333333333331,0.7136666666666667,0.7095
linear,1,0.2,a045,gbm,0.15,1.0833333333333361,1.4666666666666717,0.733,0.7293333333333333
linear,1,0.2,a045,gbm,0.2,1.2499999999999956,1.5833333333333366,0.7485,0.7473333333333333
linear,1,0.2,a045,gbm,0.25,1.433333333333331,1.533333333333331,0.7663333333333333,0.767
linear,1,0.2,a045,gbm,0.3,1.5666666666666718,1.533333333333331,0.7855,0.7865
linear,1,0.2,a045,gbm,0.4,1.8166666666666664,2.3500000000000076,0.82,0.8158333333333333
linear,1,0.2,a045,mlp,0.05,0.3666666666666707,0.7333333333333414,0.6945,0.691
