generator,seed,w_conf,acc_B1,acc_B2_temp,acc_B2_iso,flip_rate
nonlinear,2,0.0,0.727,0.7353333333333333,0.732,0.3368333333333333
nonlinear,2,0.2,0.7465,0.7465,0.7451666666666666,0.33416666666666667
nonlinear,2,0.4,0.7496666666666667,0.7496666666666667,0.7501666666666666,0.33566666666666667
nonlinear,2,0.6,0.7533333333333333,0.7533333333333333,0.7506666666666667,0.33716666666666667
nonlinear,2,0.8,0.7695,0.7695,0.7681666666666667,0.32658333333333334
nonlinear,2,1.0,0.7775,0.7775,0.7763333333333333,0.3263333333333333
nonlinear,2,1.2,0.7656666666666667,0.7656666666666667,0.764,0.33525
nonlinear,2,1.4,0.7758333333333334,0.7758333333333334,0.7728333333333334,0.33425
nonlinear,2,1.6,0.7818333333333334,0.7818333333333334,0.782,0.33208333333333334
nonlinear,2,1.8,0.7931666666666667,0.7931666666666667,0.792,0.33116666666666666
nonlinear,2,2.0,0.7925,0.7925,0.7911666666666667,0.33116666666666666
nonlinear,20,0.0,0.7391666666666666,0.7358333333333333,0.7391666666666666,0.3368333333333333
nonlinear,20,0.2,0.7408333333333333,0.7408333333333333,0.7391666666666666,0.3273333333333333
nonlinear,20,0.4,0.748,0.748,0.7466666666666667,0.3441666666666667
nonlinear,20,0.6,0.7518333333333334,0.7518333333333334,0.753,0.33591666666666664
nonlinear,20,0.8,0.7663333333333333,0.7663333333333333,0.7628333333333334,0.33508333333333334
nonlinear,20,1.0,0.7666666666666667,0.7666666666666667,0.7668333333333334,0.3385
nonlinear,20,1.2,0.7736666666666666,0.7736666666666666,0.7741666666666667,0.3425
nonlinear,20,1.4,0.777,0.777,0.7756666666666666,0.3345
nonlinear,20,1.6,0.78,0.78,0.7803333333333333,0.32466666666666666
nonlinear,20,1.8,0.7938333333333333,0.7938333333333333,0.7921666666666667,0.33225
nonlinear,20,2.0,0.7868333333333334,0.7868333333333334,0.7851666666666667,0.32966666666666666
nonlinear,3,0.0,0.7333333333333333,0.7333333333333333,0.7343333333333333,0.33266666666666667
nonlinear,3,0.2,0.7448333333333333,0.7448333333333333,0.7425,0.32825
nonlinear,3,0.4,0.7438333333333333,0.7438333333333333,0.7433333333333333,0.328
nonlinear,3,0.6,0.7466666666666667,0.7466666666666667,0.7425,0.33666666666666667
nonlinear,3,0.8,0.7573333333333333,0.7573333333333333,0.757,0.32725
nonlinear,3,1.0,0.7573333333333333,0.7573333333333333,0.7568333333333334,0.3328333333333333
nonlinear,3,1.2,0.7686666666666667,0.7686666666666667,0.7695,0.33766666666666667
nonlinear,3,1.4,0.7728333333333334,0.7728333333333334,0.7725,0.33466666666666667
nonlinear,3,1.6,0.7826666666666666,0.7826666666666666,0.7825,0.32825
nonlinear,3,1.8,0.7783333333333333,0.7783333333333333,0.7786666666666666,0.3385
nonlinear,3,2.0,0.7846666666666666,0.7846666666666666,0.7845,0.33425
nonlinear,4,0.0,0.7395,0.7393333333333333,0.7395,0.33658333333333335
nonlinear,4,0.2,0.746,0.746,0.7471666666666666,0.3303333333333333
nonlinear,4,0.4,0.7485,0.7485,0.748,0.33025
nonlinear,4,0.6,0.7548333333333334,0.7548333333333334,0.7551666666666667,0.3343333333333333
nonlinear,4,0.8,0.7616666666666667,0.7616666666666667,0.762,0.32875
nonlinear,4,1.0,0.7718333333333334,0.7718333333333334,0.7718333333333334,0.33258333333333334
nonlinear,4,1.2,0.7693333333333333,0.7693333333333333,0.7691666666666667,0.33558333333333334
nonlinear,4,1.4,0.7816666666666666,0.7816666666666666,0.7821666666666667,0.33591666666666664
nonlinear,4,1.6,0.7851666666666667,0.7851666666666667,0.7851666666666667,0.33391666666666664
nonlinear,4,1.8,0.7923333333333333,0.7923333333333333,0.7916666666666666,0.3345
nonlinear,4,2.0,0.7961666666666667,0.7961666666666667,0.7953333333333333,0.32725
nonlinear,5,0.0,0.7293333333333333,0.7373333333333333,0.735,0.33658333333333335
nonlinear,5,0.2,0.7425,0.7425,0.7416666666666667,0.3295
nonlinear,5,0.4,0.7526666666666667,0.7526666666666667,0.7505,0.33225
nonlinear,5,0.6,0.7595,0.7595,0.7586666666666667,0.34308333333333335
nonlinear,5,0.8,0.7625,0.7625,0.7626666666666667,0.33116666666666666
nonlinear,5,1.0,0.7678333333333334,0.7678333333333334,0.7673333333333333,0.33508333333333334
nonlinear,5,1.2,0.7656666666666667,0.7656666666666667,0.7668333333333334,0.33491666666666664
nonlinear,5,1.4,0.7738333333333334,0.7738333333333334,0.774,0.33875
nonlinear,5,1.6,0.773,0.773,0.7726666666666666,0.33666666666666667
nonlinear,5,1.8,0.7785,0.7785,0.778,0.33691666666666664
nonlinear,5,2.0,0.7841666666666667,0.7841666666666667,0.7845,0.34
nonlinear,6,0.0,0.734,0.7316666666666667,0.7363333333333333,0.33441666666666664
nonlinear,6,0.2,0.7428333333333333,0.7428333333333333,0.7421666666666666,0.33166666666666667
nonlinear,6,0.4,0.7528333333333334,0.7528333333333334,0.7531666666666667,0.33216666666666667
nonlinear,6,0.6,0.7481666666666666,0.7481666666666666,0.7493333333333333,0.33525
nonlinear,6,0.8,0.755,0.755,0.7561666666666667,0.33658333333333335
nonlinear,6,1.0,0.7678333333333334,0.7678333333333334,0.7683333333333333,0.33308333333333334
nonlinear,6,1.2,0.7626666666666667,0.7626666666666667,0.7623333333333333,0.3309166666666667
nonlinear,6,1.4,0.7781666666666667,0.7781666666666667,0.7791666666666667,0.3255
nonlinear,6,1.6,0.788,0.788,0.787,0.32625
nonlinear,6,1.8,0.7861666666666667,0.7861666666666667,0.786,0.3288333333333333
nonlinear,6,2.0,0.7908333333333334,0.7908333333333334,0.791,0.32358333333333333
nonlinear,7,0.0,0.7221666666666666,0.7221666666666666,0.7226666666666667,0.33875
nonlinear,7,0.2,0.7401666666666666,0.7401666666666666,0.7381666666666666,0.33
nonlinear,7,0.4,0.745,0.745,0.7411666666666666,0.33416666666666667
nonlinear,7,0.6,0.7456666666666667,0.7456666666666667,0.7455,0.33941666666666664
nonlinear,7,0.8,0.7536666666666667,0.7536666666666667,0.7491666666666666,0.3363333333333333
nonlinear,7,1.0,0.7516666666666667,0.7516666666666667,0.7493333333333333,0.3353333333333333
nonlinear,7,1.2,0.7625,0.7625,0.7631666666666667,0.3396666666666667
nonlinear,7,1.4,0.761,0.761,0.7585,0.3345
nonlinear,7,1.6,0.7728333333333334,0.7728333333333334,0.7726666666666666,0.3328333333333333
nonlinear,7,1.8,0.7721666666666667,0.7721666666666667,0.7703333333333333,0.33566666666666667
nonlinear,7,2.0,0.7813333333333333,0.7813333333333333,0.7816666666666666,0.33758333333333335
nonlinear,8,0.0,0.7331666666666666,0.7343333333333333,0.7341666666666666,0.3299166666666667
nonlinear,8,0.2,0.745,0.745,0.7448333333333333,0.33008333333333334
nonlinear,8,0.4,0.734,0.734,0.7326666666666667,0.33425
nonlinear,8,0.6,0.7468333333333333,0.7468333333333333,0.7436666666666667,0.33466666666666667
nonlinear,8,0.8,0.752,0.752,0.7501666666666666,0.32775
nonlinear,8,1.0,0.7608333333333334,0.7608333333333334,0.7591666666666667,0.3285
nonlinear,8,1.2,0.7705,0.7705,0.7673333333333333,0.33591666666666664
nonlinear,8,1.4,0.7753333333333333,0.7753333333333333,0.7741666666666667,0.3285
nonlinear,8,1.6,0.791,0.791,0.7898333333333334,0.3284166666666667
nonlinear,8,1.8,0.78,0.78,0.78,0.32666666666666666
nonlinear,8,2.0,0.7895,0.7895,0.7875,0.32858333333333334
nonlinear,9,0.0,0.729,0.729,0.7323333333333333,0.3298333333333333
nonlinear,9,0.2,0.742,0.742,0.7386666666666667,0.33391666666666664
nonlinear,9,0.4,0.7451666666666666,0.7451666666666666,0.7436666666666667,0.329
nonlinear,9,0.6,0.7391666666666666,0.7391666666666666,0.7388333333333333,0.3338333333333333
nonlinear,9,0.8,0.7558333333333334,0.7558333333333334,0.7558333333333334,0.3345
nonlinear,9,1.0,0.7653333333333333,0.7653333333333333,0.7636666666666667,0.33475
nonlinear,9,1.2,0.77,0.77,0.7656666666666667,0.33591666666666664
nonlinear,9,1.4,0.7755,0.7755,0.774,0.33358333333333334
nonlinear,9,1.6,0.7808333333333334,0.7808333333333334,0.7795,0.3323333333333333
nonlinear,9,1.8,0.782,0.782,0.7811666666666667,0.3323333333333333
nonlinear,9,2.0,0.788,0.788,0.7883333333333333,0.3269166666666667
