generator,seed,w_conf,acc_B1,acc_B2_temp,acc_B2_iso,flip_rate
linear,3,0.0,0.727,0.727,0.7316666666666667,0.33225
linear,3,0.2,0.752,0.752,0.7501666666666666,0.33325
linear,3,0.4,0.7553333333333333,0.7553333333333333,0.7533333333333333,0.3289166666666667
linear,3,0.6,0.7568333333333334,0.7568333333333334,0.7561666666666667,0.32866666666666666
linear,3,0.8,0.764,0.764,0.7641666666666667,0.3255
linear,3,1.0,0.7655,0.7655,0.765,0.33775
linear,3,1.2,0.7816666666666666,0.7816666666666666,0.782,0.335
linear,3,1.4,0.7766666666666666,0.7766666666666666,0.7766666666666666,0.33075
linear,3,1.6,0.791,0.791,0.7906666666666666,0.3235
linear,3,1.8,0.7911666666666667,0.7911666666666667,0.7888333333333334,0.33066666666666666
linear,3,2.0,0.803,0.803,0.8026666666666666,0.3328333333333333
linear,4,0.0,0.7293333333333333,0.735,0.7271666666666666,0.3295
linear,4,0.2,0.7421666666666666,0.7421666666666666,0.74,0.327
linear,4,0.4,0.7425,0.7425,0.743,0.33441666666666664
linear,4,0.6,0.7491666666666666,0.7491666666666666,0.7471666666666666,0.33375
linear,4,0.8,0.7613333333333333,0.7613333333333333,0.7611666666666667,0.335
linear,4,1.0,0.7648333333333334,0.7648333333333334,0.766,0.33658333333333335
linear,4,1.2,0.7758333333333334,0.7758333333333334,0.7763333333333333,0.3345
linear,4,1.4,0.788,0.788,0.7896666666666666,0.33916666666666667
linear,4,1.6,0.7865,0.7865,0.7851666666666667,0.34175
linear,4,1.8,0.7893333333333333,0.7893333333333333,0.7888333333333334,0.3395
linear,4,2.0,0.7956666666666666,0.7956666666666666,0.7961666666666667,0.3294166666666667
linear,5,0.0,0.7331666666666666,0.7373333333333333,0.7366666666666667,0.33066666666666666
linear,5,0.2,0.7376666666666667,0.7376666666666667,0.7373333333333333,0.32816666666666666
linear,5,0.4,0.7523333333333333,0.7523333333333333,0.7518333333333334,0.33558333333333334
linear,5,0.6,0.7456666666666667,0.7456666666666667,0.7456666666666667,0.33158333333333334
linear,5,0.8,0.7591666666666667,0.7591666666666667,0.7591666666666667,0.3284166666666667
linear,5,1.0,0.7626666666666667,0.7626666666666667,0.7626666666666667,0.3285
linear,5,1.2,0.7695,0.7695,0.7673333333333333,0.3298333333333333
linear,5,1.4,0.777,0.777,0.777,0.336
linear,5,1.6,0.7876666666666666,0.7876666666666666,0.7878333333333334,0.323
linear,5,1.8,0.7933333333333333,0.7933333333333333,0.792,0.3328333333333333
linear,5,2.0,0.7873333333333333,0.7873333333333333,0.786,0.3304166666666667
linear,6,0.0,0.7356666666666667,0.7348333333333333,0.7363333333333333,0.3353333333333333
linear,6,0.2,0.7516666666666667,0.7516666666666667,0.7513333333333333,0.32858333333333334
linear,6,0.4,0.7383333333333333,0.7383333333333333,0.7405,0.32358333333333333
linear,6,0.6,0.7598333333333334,0.7598333333333334,0.7603333333333333,0.33308333333333334
